inst_purp,cam_cnt,inst_ym,lon,lat
생활방범,3,201106,127.0732844,37.3829887
생활방범,6,200905,127.1450302,37.4449786
생활방범,4,202009,127.139088,37.450314
생활방범,5,201310,127.1507099,37.4323786
생활방범,1,201106,127.0929589,37.3987102
생활방범,4,202208,127.1712767,37.45221575
교통단속,1,201106,127.11277,37.3925
생활방범,5,202106,127.148146,37.441833
재난재해,1,201811,127.1248252,37.46038799
생활방범,8,202112,127.1274,37.42759
생활방범,4,202208,127.0994371,37.388353
생활방범,1,201106,127.0705296,37.3944194
생활방범,5,201410,127.1429276,37.3664274
생활방범,4,201106,127.0702682,37.3930486
생활방범,4,202208,127.12848,37.4611
생활방범,3,201310,127.1008954,37.3714775
생활방범,5,201210,127.0863468,37.4112488
교통단속,1,201812,127.1366447,37.4712498
교통단속,1,202012,127.123406,37.350245
생활방범,3,201106,127.0933519,37.3892444
생활방범,3,201310,127.1585849,37.4436578
생활방범,4,201004,127.1587605,37.4373083
생활방범,4,201106,127.096441,37.3982374
생활방범,1,201106,127.0747238,37.3827002
생활방범,4,201106,127.0997642,37.3930587
생활방범,5,202210,127.122309,37.413364
교통단속,1,201106,127.09945,37.40979
생활방범,5,201609,127.13405,37.38256
생활방범,4,202106,127.1547,37.4553
생활방범,4,201205,127.138836,37.4138055
생활방범,5,201712,127.15572,37.44775
교통단속,1,201106,127.10222,37.38679
생활방범,5,200905,127.1508237,37.444985
생활방범,3,201511,127.0978,37.40151
생활방범,5,201711,127.13482,37.43648
생활방범,4,202112,127.14175,37.4434
생활방범,4,201104,127.1447988,37.3765549
생활방범,3,201812,127.1467,37.4693
교통단속,1,201205,127.12488,37.39271
생활방범,5,201712,127.15694,37.4473
생활방범,5,201004,127.1325699,37.4435725
생활방범,5,202007,127.136836,37.379694
생활방범,4,201104,127.1012268,37.3446558
생활방범,4,202007,127.099344,37.422128
생활방범,5,201106,127.0835233,37.3885722
생활방범,4,202007,127.10381,37.40329
생활방범,5,202207,127.12898,37.43651
생활방범,5,201711,127.13954,37.43752
생활방범,5,201909,127.13714,37.37792
교통정보수집,1,201111,127.12566,37.459699
생활방범,4,202106,127.13218,37.44226
생활방범,5,201412,127.1092826,37.3396687
생활방범,5,201004,127.1406386,37.4479382
생활방범,5,201412,127.1282813,37.4120791
생활방범,4,200806,127.1307121,37.4550505
생활방범,4,201210,127.1607764,37.4567926
생활방범,4,202004,127.0971,37.426
생활방범,4,201210,127.10314,37.4498
생활방범,4,201412,127.1572158,37.4622346
생활방범,5,201909,127.1469,37.44434
생활방범,4,201812,127.1503,37.4719
생활방범,3,201310,127.1333303,37.3844083
생활방범,4,202106,127.113913,37.401625
생활방범,5,201004,127.137378,37.4484329
교통단속,1,201403,127.18091,37.44278
생활방범,4,201112,127.1611319,37.4472152
생활방범,3,202007,127.127204,37.397232
생활방범,4,201106,127.0895153,37.3909965
생활방범,3,201411,127.14072,37.37224
생활방범,9,202012,127.114125,37.354998
생활방범,5,201807,127.16282,37.45923
생활방범,3,201310,127.1716379,37.4526551
생활방범,4,201812,127.1066,37.42437
생활방범,4,201611,127.11455,37.37918
생활방범,4,201909,127.07533,37.40721
생활방범,5,201712,127.13041,37.44001
차량방범,1,201004,127.15636,37.43731
생활방범,5,202208,127.1112432,37.34764
생활방범,5,202007,127.128635,37.36504
생활방범,5,201106,127.097804,37.397327
생활방범,4,201004,127.1337018,37.4450461
생활방범,3,202112,127.16418,37.4345
생활방범,3,202106,127.16242,37.43481
생활방범,5,201303,127.14712,37.42952
생활방범,5,201405,127.1287545,37.4332611
생활방범,5,201807,127.15288,37.45109
생활방범,5,201910,127.112524,37.394863
생활방범,5,201711,127.16303,37.45584
생활방범,4,200905,127.1429593,37.4331974
생활방범,3,201310,127.1425872,37.4272823
생활방범,4,201807,127.10477,37.46042
생활방범,4,201411,127.1343468,37.4184582
생활방범,4,201609,127.13878,37.44778
생활방범,5,201909,127.15486,37.45045
교통정보수집,1,201011,127.108863,37.378668
교통정보수집,1,201111,127.140956,37.437659
생활방범,3,201310,127.1668785,37.4377657
생활방범,3,201912,127.14869,37.42802
생활방범,4,201812,127.1428,37.4629
생활방범,5,202007,127.116058,37.382071
생활방범,5,200905,127.1420664,37.4411219
생활방범,4,201009,127.1552012,37.416069
생활방범,5,201712,127.1408,37.44877
생활방범,5,202106,127.138449,37.411523
생활방범,4,201909,127.15564,37.45813
교통단속,1,201403,127.10591,37.35783
생활방범,5,202208,127.1558516,37.44318628
생활방범,5,201004,127.1340879,37.4430081
생활방범,5,201712,127.1388,37.44142
생활방범,5,201909,127.13788,37.44508
생활방범,2,201912,127.140265,37.450455
교통단속,1,201108,127.10258,37.40332
생활방범,4,201412,127.14652,37.42686
생활방범,5,202007,127.127804,37.44748
생활방범,1,201106,127.0798401,37.3910341
생활방범,3,201310,127.1112552,37.3727727
생활방범,4,201812,127.1386,37.4676
생활방범,3,202009,127.136201,37.448643
생활방범,4,201106,127.0926144,37.4030269
생활방범,5,202201,127.12434,37.42093
생활방범,5,201310,127.1632695,37.4584862
생활방범,3,201411,127.1052,37.42219
교통단속,1,201306,127.1432385,37.4493482
교통단속,1,201812,127.1408723,37.47334193
생활방범,4,202106,127.14486,37.42741
생활방범,3,201909,127.12708,37.40484
생활방범,3,202007,127.13329,37.385309
기타,1,200608,127.123789,37.38837434
생활방범,4,201812,127.1403,37.4661
교통단속,1,200608,127.10804,37.36491
생활방범,5,201009,127.1098854,37.3486534
생활방범,5,201910,127.1111,37.394053
생활방범,4,201807,127.15218,37.4571
생활방범,4,202012,127.100153,37.395575
교통단속,1,200810,127.16581,37.45083
생활방범,5,201106,127.0989487,37.3965513
생활방범,5,202007,127.139912,37.409249
생활방범,5,202007,127.15699,37.436808
생활방범,5,201310,127.1357452,37.4306183
생활방범,5,202007,127.112664,37.337954
교통단속,1,201306,127.14064,37.44794
생활방범,5,202007,127.109057,37.389769
생활방범,5,201510,127.1392,37.4432
생활방범,4,201712,127.15632,37.44716
생활방범,5,201807,127.13662,37.44771
생활방범,5,201210,127.12633,37.41462
교통단속,1,202012,127.12945,37.41151
생활방범,4,201303,127.1335188,37.3710014
생활방범,5,202208,127.1609478,37.43974888
생활방범,4,201812,127.14738,37.44024
기타,1,200905,127.1458647,37.43986057
생활방범,4,202004,127.0941,37.4281
생활방범,5,202206,127.11499,37.35099
생활방범,4,201210,127.1413804,37.3759976
생활방범,1,202105,127.094197,37.384322
생활방범,4,201510,127.11219,37.37191
생활방범,3,201812,127.145,37.4685
생활방범,1,201106,127.1129521,37.3838191
생활방범,3,201310,127.1128923,37.3616315
생활방범,3,202009,127.13591,37.449784
생활방범,5,202009,127.138316,37.448195
생활방범,3,201609,127.13099,37.42984
생활방범,5,201909,127.16837,37.44169
생활방범,5,201712,127.10753,37.36624
생활방범,5,201411,127.12411,37.358906
생활방범,5,201510,127.13314,37.41105
생활방범,5,201411,127.1565262,37.4424851
생활방범,2,202007,127.168008,37.452113
생활방범,5,201004,127.1345082,37.3752216
생활방범,3,201609,127.15895,37.43839
생활방범,1,201106,127.0687682,37.3899469
생활방범,4,202112,127.12641,37.43645
교통단속,1,201403,127.13862,37.37457
생활방범,2,201510,127.1230844,37.361033
생활방범,4,201807,127.13497,37.39096
교통단속,1,201412,127.10746,37.36659
생활방범,4,201609,127.14112,37.4362
생활방범,3,201812,127.16109,37.43375
교통단속,1,200911,127.12886,37.44002
교통단속,1,201106,127.10176,37.36285
생활방범,4,201807,127.15847,37.45858
생활방범,5,202012,127.109983,37.360277
교통단속,1,201106,127.10232,37.42475
생활방범,4,201807,127.12232,37.41386
생활방범,3,201411,127.14179,37.37332
교통정보수집,1,200911,127.101727,37.38844
생활방범,4,202111,127.070705,37.372041
생활방범,4,201004,127.164013,37.4377908
생활방범,4,202112,127.1145,37.41532
생활방범,3,200810,127.1504474,37.4150199
생활방범,4,201212,127.1260456,37.4379078
생활방범,5,201909,127.16896,37.44699
생활방범,5,202201,127.1527295,37.446283
생활방범,3,202106,127.12734,37.4583
생활방범,4,201210,127.12834,37.36295
교통단속,1,201812,127.1458,37.4707
생활방범,5,201812,127.13243,37.41989
생활방범,4,201310,127.1010951,37.4499538
생활방범,3,201909,127.15852,37.4353
생활방범,4,202007,127.112655,37.375951
생활방범,4,202007,127.163764,37.433464
생활방범,4,201004,127.13078,37.40777
생활방범,3,202112,127.13082,37.40916
생활방범,4,201004,127.12903,37.43834
생활방범,4,201812,127.16089,37.44564
생활방범,4,201210,127.167219,37.4430561
기타,2,201812,127.149954,37.367282
생활방범,4,201411,127.166554,37.41143
생활방범,3,201106,127.0837197,37.3902641
교통단속,1,201106,127.07715,37.39164
생활방범,5,201403,127.1625861,37.4120684
생활방범,5,202208,127.133163,37.447949
생활방범,7,202112,127.15262,37.43353
생활방범,5,201112,127.1249541,37.3922004
생활방범,5,201310,127.1404063,37.4443044
생활방범,5,201412,127.129273,37.411699
생활방범,3,201909,127.13383,37.39762
생활방범,5,202009,127.164775,37.44243
생활방범,3,202204,127.1601124,37.4528782
생활방범,4,201609,127.11588,37.38667
교통정보수집,1,201111,127.116568,37.42177
생활방범,5,201310,127.1673143,37.4370258
생활방범,4,202009,127.139174,37.451106
생활방범,4,202210,127.119968,37.344654
생활방범,5,201909,127.1288,37.43254
생활방범,4,201812,127.151,37.4675
생활방범,4,201310,127.1305113,37.4146529
생활방범,3,200905,127.14981,37.44864
생활방범,5,202007,127.112133,37.337944
생활방범,4,201310,127.1318731,37.4541142
생활방범,4,201912,127.148941,37.457621
생활방범,3,201812,127.147,37.4722
생활방범,3,201009,127.15888,37.43566
생활방범,3,201112,127.1048472,37.4543498
교통단속,1,200608,127.15955,37.45104
생활방범,3,201310,127.1669081,37.4502096
생활방범,5,201004,127.12521,37.35816
생활방범,2,201510,127.1287365,37.4081865
생활방범,4,201106,127.0990356,37.3973795
생활방범,4,201909,127.12185,37.36112
생활방범,4,201106,127.1155391,37.3863774
쓰레기단속,1,201207,127.13661,37.46424
생활방범,5,200806,127.15985,37.4468
생활방범,1,201106,127.071931,37.3898957
생활방범,3,202007,127.148798,37.450818
생활방범,5,201812,127.13269,37.43081
생활방범,5,201106,127.1001561,37.3871296
생활방범,5,202208,127.16233,37.43817032
생활방범,5,202012,127.138109,37.413217
생활방범,5,201310,127.1436493,37.3747311
생활방범,1,201106,127.0742534,37.3847913
생활방범,4,201609,127.12721,37.3704
생활방범,3,201112,127.16942,37.45146
교통단속,1,201111,127.11171,37.4016
생활방범,4,202012,127.120855,37.372099
생활방범,3,201812,127.16738,37.44212
생활방범,5,202009,127.136651,37.448966
생활방범,4,201812,127.16087,37.45314
생활방범,4,201909,127.16625,37.4512
생활방범,4,201909,127.07191,37.43101
생활방범,5,201812,127.15643,37.43638
생활방범,4,201612,127.12509,37.3689
생활방범,3,201004,127.1392436,37.3734326
생활방범,4,201106,127.0972805,37.398257
생활방범,4,201812,127.1516,37.4677
생활방범,4,202012,127.129818,37.397963
생활방범,5,202210,127.12514,37.398852
교통단속,1,201412,127.16714,37.43226
생활방범,4,201406,127.080941,37.4172078
생활방범,5,201106,127.0918152,37.3899142
생활방범,4,201004,127.141342,37.41069
생활방범,4,201106,127.098634,37.3934124
생활방범,4,201712,127.11189,37.37222
생활방범,5,201310,127.1350464,37.4381751
생활방범,5,201502,127.1580539,37.4578014
생활방범,5,200806,127.1649,37.44906
생활방범,5,202007,127.145859,37.443587
생활방범,3,201712,127.15768,37.44831
생활방범,4,201310,127.124793,37.4415286
교통정보수집,1,200911,127.105585,37.394625
생활방범,4,201909,127.07079,37.4277
생활방범,5,202012,127.117828,37.354014
생활방범,4,201812,127.16406,37.42203
생활방범,1,201106,127.073062,37.3896982
생활방범,5,201912,127.129754,37.438701
생활방범,4,202111,127.068907,37.364524
교통단속,1,201812,127.140475,37.46338849
생활방범,4,201807,127.14938,37.44597
생활방범,3,201511,127.10307,37.38806
생활방범,5,202112,127.13351,37.45103
생활방범,4,201609,127.10142,37.37033
생활방범,3,201210,127.1168004,37.3643589
교통단속,1,201205,127.11459,37.35441
생활방범,1,201106,127.1057693,37.386153
생활방범,3,201310,127.1656835,37.4427465
생활방범,4,201106,127.0998022,37.3888217
생활방범,1,201106,127.1110917,37.3857907
생활방범,4,202007,127.131263,37.436404
생활방범,5,202007,127.142158,37.442695
생활방범,5,202007,127.136294,37.430963
생활방범,5,201004,127.1603432,37.4347303
생활방범,3,201812,127.1393,37.4685
생활방범,3,201310,127.12393,37.35724
생활방범,5,201004,127.1628952,37.4401516
생활방범,5,201910,127.111562,37.394529
생활방범,5,202007,127.132165,37.382596
생활방범,3,202207,127.07652,37.42317
생활방범,5,201812,127.16204,37.45639
생활방범,3,201411,127.14271,37.44853
차량방범,1,201106,127.06943,37.38837
생활방범,4,200905,127.1390148,37.434008
재난재해,1,201706,127.0692956,37.42711083
생활방범,2,201004,127.1371371,37.3903669
교통정보수집,1,201111,127.120798,37.368293
생활방범,3,202012,127.108531,37.359874
생활방범,4,201909,127.15696,37.45881
교통정보수집,1,201111,127.15931,37.421537
생활방범,5,202007,127.114664,37.368601
교통단속,1,202109,127.1631047,37.4544807
생활방범,5,201210,127.1235768,37.38425
생활방범,1,202105,127.09289,37.3831
생활방범,4,202007,127.135742,37.375805
생활방범,3,202204,127.108314,37.3660375
생활방범,4,201812,127.171,37.45555
생활방범,1,201106,127.0658221,37.3920751
생활방범,4,201812,127.1535,37.468
교통정보수집,1,200911,127.113587,37.383898
생활방범,4,202004,127.0973,37.4281
생활방범,5,201807,127.12944,37.38092
생활방범,4,201909,127.15313,37.44469
생활방범,5,201004,127.131724,37.4452912
생활방범,1,201106,127.0703295,37.3923464
생활방범,3,201310,127.1551272,37.4586759
생활방범,3,201310,127.1574605,37.4598087
생활방범,4,201912,127.1617,37.45312
생활방범,5,201009,127.1757197,37.4229609
생활방범,4,201412,127.16683,37.45699
생활방범,3,202010,127.140968,37.45176
생활방범,4,202210,127.107922,37.398409
생활방범,1,201106,127.1166785,37.3982766
생활방범,5,202110,127.13248,37.42828
교통단속,1,202110,127.132825,37.378423
생활방범,4,201410,127.1507168,37.3741948
생활방범,5,201004,127.133882,37.4406594
생활방범,2,201510,127.1182121,37.3703486
생활방범,5,201112,127.1497316,37.4278066
생활방범,5,202106,127.162024,37.446377
교통단속,1,200608,127.1404,37.44349
생활방범,6,202007,127.165176,37.454268
생활방범,4,202210,127.131087,37.375336
생활방범,3,202106,127.1358,37.397891
생활방범,5,201812,127.12687,37.42997
생활방범,4,201310,127.1545144,37.4417438
차량방범,1,201105,127.07224,37.43058
교통단속,1,202109,127.12148,37.37269
생활방범,3,201004,127.1333962,37.4125777
생활방범,5,202007,127.171744,37.464411
생활방범,3,201812,127.16631,37.45778
생활방범,1,201106,127.0918596,37.3932322
생활방범,4,201909,127.165712,37.455871
생활방범,1,201106,127.0824311,37.3921606
교통정보수집,1,201011,127.077756,37.435444
교통정보수집,1,201711,127.146385,37.470601
생활방범,5,202112,127.17664,37.44582
생활방범,4,201807,127.13968,37.38306
생활방범,5,202112,127.12539,37.43591
생활방범,5,201912,127.12518,37.43786
생활방범,5,202007,127.116692,37.359563
생활방범,5,201611,127.1682,37.46298
생활방범,3,200806,127.1465612,37.3692651
생활방범,6,202112,127.15036,37.38247
생활방범,3,201912,127.15876,37.45572
생활방범,4,202007,127.137371,37.40581
교통단속,1,201106,127.1017,37.40435
생활방범,1,201106,127.0634879,37.3921867
생활방범,4,202106,127.146177,37.451105
생활방범,4,202012,127.118858,37.419277
생활방범,4,202210,127.090281,37.38858
교통단속,1,201812,127.1442231,37.46760972
생활방범,3,201310,127.1336419,37.3986793
생활방범,4,201812,127.15282,37.43626
생활방범,5,200905,127.1387487,37.4374577
생활방범,3,201712,127.10135,37.45386
생활방범,4,202210,127.116127,37.341797
생활방범,1,201106,127.0795057,37.3934415
생활방범,2,200608,127.12454,37.3843
교통단속,1,201403,127.12548,37.40722
생활방범,5,201303,127.1138421,37.3706368
생활방범,5,202007,127.139735,37.445626
생활방범,4,201310,127.1400891,37.3770146
생활방범,5,202007,127.141154,37.440885
생활방범,4,202208,127.144657,37.446793
생활방범,3,201812,127.15964,37.43636
생활방범,4,202007,127.166532,37.447946
생활방범,5,201611,127.11794,37.34501
생활방범,5,202106,127.16076,37.44947
생활방범,5,202007,127.114951,37.368468
생활방범,4,201106,127.079517,37.388858
생활방범,4,201711,127.16684,37.43617
생활방범,3,201310,127.1119506,37.3767308
쓰레기단속,1,200911,127.1391,37.44077
생활방범,4,202007,127.132815,37.44073
교통단속,1,201106,127.10963,37.39462
생활방범,4,201411,127.1303718,37.3934967
생활방범,3,201004,127.1705261,37.4525768
생활방범,5,201411,127.1431024,37.4454039
생활방범,4,202111,127.068388,37.3714279
생활방범,5,201212,127.11138,37.34889
생활방범,4,202004,127.097933,37.427895
생활방범,5,201106,127.0971548,37.3995937
생활방범,4,201411,127.06807,37.39215
생활방범,6,201912,127.1236,37.40109
생활방범,5,201909,127.12952,37.43867
생활방범,5,201310,127.14316,37.43523
교통단속,1,200608,127.11918,37.37348
재난재해,1,201609,127.1658798,37.4502505
생활방범,5,202210,127.109626,37.372443
생활방범,4,202106,127.097501,37.434022
생활방범,5,201412,127.1151161,37.3731293
생활방범,3,201310,127.1059078,37.3578341
생활방범,5,202007,127.132287,37.373389
생활방범,3,202207,127.1321,37.45484
생활방범,5,201106,127.1139172,37.3868209
생활방범,5,202201,127.1533195,37.44676
생활방범,5,202112,127.13894,37.43718
생활방범,4,202004,127.0946,37.4287
생활방범,5,201509,127.16419,37.44128
생활방범,6,202210,127.11383,37.399255
생활방범,3,201210,127.155731,37.403787
생활방범,4,201609,127.14637,37.43893
차량방범,1,202106,127.12755,37.42746
생활방범,4,201712,127.15673,37.44783
생활방범,1,201106,127.0638012,37.3940385
생활방범,4,202007,127.144712,37.375558
생활방범,3,202112,127.13023,37.43622
생활방범,2,202007,127.126112,37.433512
생활방범,3,201511,127.11683,37.36853
교통단속,1,201810,127.14313,37.44869
생활방범,3,201310,127.1294518,37.4091825
생활방범,5,202112,127.14986,37.44741
생활방범,3,201812,127.1477,37.4656
생활방범,4,202007,127.154963,37.441397
생활방범,5,201909,127.12819,37.4314
생활방범,5,201912,127.13144,37.4424
생활방범,3,201310,127.1274786,37.4623399
생활방범,5,200806,127.164171,37.4468
생활방범,5,201004,127.1265911,37.3728675
생활방범,4,201106,127.0991749,37.3874456
생활방범,5,201004,127.1596824,37.4386213
차량방범,1,201212,127.18276,37.42054
생활방범,4,200905,127.16279,37.44144
교통단속,1,200608,127.10713,37.35004
생활방범,5,201712,127.104,37.4287
생활방범,4,202007,127.114101,37.383191
생활방범,5,201106,127.0893364,37.390464
교통단속,1,202109,127.1697,37.44722
생활방범,5,201912,127.13921,37.36913
생활방범,4,202007,127.151944,37.414826
생활방범,4,202207,127.128282,37.455529
생활방범,5,202007,127.168142,37.451625
생활방범,3,201310,127.1228385,37.4395472
생활방범,3,202210,127.123852,37.414065
생활방범,3,201511,127.14035,37.3728
생활방범,4,202208,127.050434,37.365742
생활방범,5,201909,127.15753,37.43563
생활방범,4,201807,127.10046,37.4504
교통정보수집,1,201111,127.136214,37.379363
생활방범,1,201106,127.1091174,37.406614
교통단속,1,200608,127.14979,37.45465
생활방범,4,201310,127.16271,37.45308
교통단속,1,202010,127.146739,37.450434
생활방범,3,201106,127.1126617,37.3877847
생활방범,5,201310,127.1402028,37.4499987
생활방범,3,201807,127.10232,37.42855
생활방범,4,201106,127.097686,37.3988753
생활방범,4,201909,127.13378,37.3813
생활방범,4,201210,127.1333676,37.4296127
생활방범,5,201912,127.15681,37.45154
생활방범,5,201710,127.13319,37.43902
생활방범,4,201509,127.13468,37.43025
생활방범,3,201509,127.14323,37.44722
생활방범,4,202106,127.046885,37.380503
교통정보수집,1,201111,127.18252,37.424273
생활방범,4,201004,127.1333576,37.4363029
생활방범,4,201807,127.10032,37.3637
생활방범,5,201412,127.1608891,37.4368077
교통단속,1,200608,127.14384,37.44106
생활방범,1,201106,127.0697872,37.3928136
생활방범,4,202112,127.12236,37.37586
생활방범,1,201106,127.0673895,37.3917518
생활방범,5,202012,127.132499,37.447736
생활방범,5,202106,127.156289,37.450169
생활방범,4,201807,127.11591,37.34852
생활방범,3,201509,127.12875,37.45691
생활방범,3,201310,127.1234126,37.4018739
생활방범,3,201310,127.1304843,37.3844019
생활방범,5,201009,127.11529,37.34766
생활방범,3,202111,127.068056,37.36416
생활방범,4,202112,127.15358,37.44916
생활방범,3,201106,127.1008766,37.4004124
생활방범,4,202007,127.125476,37.398717
생활방범,5,201412,127.1614219,37.4563415
교통정보수집,1,201111,127.108797,37.349933
차량방범,1,201106,127.07599,37.38786
생활방범,3,201106,127.103559,37.3904623
생활방범,4,202110,127.14615,37.42738
교통정보수집,1,201111,127.166426,37.432684
교통단속,1,201707,127.10592,37.36034
생활방범,4,202009,127.155497,37.442858
생활방범,5,201807,127.13028,37.44287
생활방범,1,201106,127.0787952,37.3965115
생활방범,4,202208,127.128263,37.407798
생활방범,3,202009,127.171413,37.44749
생활방범,5,201009,127.1609907,37.4514595
생활방범,3,201004,127.132204,37.4480424
생활방범,5,202007,127.180365,37.445962
생활방범,1,201106,127.081402,37.3909081
생활방범,5,202007,127.110996,37.348366
생활방범,4,201004,127.1581991,37.4526641
생활방범,5,202208,127.1124874,37.360336
생활방범,6,201912,127.15464,37.40682
생활방범,4,202007,127.097342,37.402087
생활방범,4,201812,127.1543,37.4682
생활방범,4,201310,127.1092374,37.3571989
생활방범,4,201812,127.10529,37.44957
생활방범,5,202106,127.137673,37.410639
생활방범,2,202007,127.161038,37.456538
생활방범,4,202007,127.167432,37.463614
생활방범,4,201807,127.1221,37.34068
생활방범,4,201406,127.1272727,37.4362324
생활방범,4,202007,127.160196,37.456247
생활방범,1,201106,127.0820221,37.3900476
생활방범,4,202111,127.069486,37.363557
생활방범,3,202112,127.07551,37.40346
생활방범,4,201410,127.14453,37.36975
생활방범,5,202112,127.17046,37.45423
생활방범,2,201112,127.1028134,37.3640609
생활방범,3,201310,127.13023,37.37913
생활방범,3,201106,127.1134504,37.3865909
생활방범,3,202207,127.1276,37.43731
생활방범,4,202106,127.107983,37.358372
생활방범,4,201412,127.1572222,37.4397439
생활방범,3,201004,127.1393588,37.4465707
생활방범,3,202208,127.09789,37.364826
기타,1,200808,127.1282429,37.41115812
생활방범,4,202106,127.110182,37.339992
생활방범,4,201807,127.10542,37.35137
생활방범,5,201411,127.11598,37.347
생활방범,3,202111,127.063137,37.373838
생활방범,5,202106,127.14799,37.43486
생활방범,3,201004,127.161737,37.4593169
생활방범,1,201106,127.077691,37.39244
생활방범,1,201106,127.0945267,37.3899711
생활방범,4,201712,127.10965,37.39196
생활방범,3,201712,127.13032,37.46744
생활방범,5,201007,127.1816821,37.4449681
생활방범,3,201310,127.1439,37.37161
생활방범,1,202105,127.096268,37.382579
생활방범,5,201812,127.1372,37.471
생활방범,5,201004,127.1656021,37.4470671
생활방범,4,201912,127.148925,37.45743
생활방범,5,202210,127.117428,37.385642
생활방범,4,201210,127.1153677,37.3792132
생활방범,4,201411,127.1424785,37.40655
쓰레기단속,1,201207,127.16602,37.45614
생활방범,4,202112,127.15505,37.45532
생활방범,4,202208,127.15938,37.45651
생활방범,4,201310,127.1281254,37.4652676
생활방범,4,201412,127.1109493,37.3465337
생활방범,6,201909,127.12925,37.43511
생활방범,1,201106,127.0754876,37.389362
생활방범,4,201310,127.12462,37.3431
기타,2,201812,127.1092,37.336875
생활방범,4,201106,127.0826679,37.3892842
교통단속,1,200911,127.12746,37.43957
생활방범,3,201310,127.1276484,37.3667128
교통단속,1,202004,127.09774,37.428001
생활방범,2,201510,127.119049,37.3611053
생활방범,4,201210,127.1447096,37.4474328
생활방범,4,201712,127.15587,37.44612
생활방범,5,202009,127.136261,37.448149
교통단속,1,201106,127.09085,37.39139
생활방범,3,202007,127.15757,37.451382
생활방범,4,202111,127.069141,37.37069
생활방범,5,201004,127.1360062,37.3710712
생활방범,4,202010,127.14617,37.454229
생활방범,3,201509,127.13136,37.44808
생활방범,3,201112,127.125995,37.4023984
쓰레기단속,1,201207,127.16375,37.45429
생활방범,4,202111,127.070187,37.373351
생활방범,4,201712,127.1151,37.37827
생활방범,5,202106,127.12784,37.43164
생활방범,4,201406,127.1620419,37.4486177
생활방범,2,202010,127.11815,37.394997
생활방범,4,202007,127.132409,37.442893
생활방범,5,202007,127.12694,37.46351
생활방범,5,201712,127.13842,37.44626
생활방범,5,202007,127.118613,37.383595
생활방범,4,201411,127.1315929,37.4197156
생활방범,3,201004,127.1264599,37.4453574
생활방범,4,201210,127.1311461,37.4466049
생활방범,5,201303,127.1194147,37.3821141
생활방범,5,202112,127.12847,37.41129
생활방범,4,202112,127.0966,37.43609
생활방범,2,201004,127.1392775,37.3770178
생활방범,5,202012,127.160508,37.455345
생활방범,4,202007,127.140923,37.431996
생활방범,3,201001,127.13983,37.46228
생활방범,3,201310,127.1265743,37.4112892
생활방범,4,201412,127.1568545,37.4410361
생활방범,5,202106,127.099469,37.391947
생활방범,3,201310,127.159933,37.4490358
생활방범,1,201106,127.0930837,37.3862262
생활방범,4,201210,127.1651609,37.446622
생활방범,2,201004,127.15455,37.44068
생활방범,5,202106,127.111002,37.388019
생활방범,1,201106,127.0786954,37.3929116
교통단속,1,202002,127.139819,37.435452
생활방범,4,202010,127.144362,37.454536
생활방범,3,201112,127.0980085,37.3702573
생활방범,5,201812,127.13123,37.43986
생활방범,4,202009,127.148222,37.440802
생활방범,4,201106,127.0905769,37.3863598
생활방범,5,201812,127.16597,37.43651
생활방범,5,201812,127.13345,37.44865
생활방범,3,202210,127.14426,37.413753
생활방범,5,202007,127.112069,37.350142
생활방범,5,201812,127.1485,37.465
교통단속,1,201106,127.09589,37.40028
생활방범,4,202007,127.11333,37.414528
생활방범,4,202007,127.10632,37.4556
생활방범,3,201310,127.1731073,37.4484632
생활방범,3,202007,127.133165,37.431341
생활방범,1,201106,127.1006299,37.3928304
생활방범,3,201310,127.1160228,37.344191
생활방범,5,202112,127.13161,37.44572
교통정보수집,1,201111,127.14198,37.406615
생활방범,1,201106,127.0676532,37.3900714
생활방범,3,201411,127.1631762,37.4483188
생활방범,3,201712,127.12698,37.41239
생활방범,5,202007,127.14935,37.443826
생활방범,3,201909,127.14889,37.4267
생활방범,3,202204,127.164983,37.4329558
생활방범,1,201106,127.0760612,37.3903546
생활방범,5,202007,127.109348,37.394844
생활방범,5,201909,127.10612,37.42143
생활방범,4,201712,127.12873,37.40775
생활방범,4,201712,127.05881,37.3622
생활방범,1,201412,127.1011747,37.3781526
생활방범,4,202112,127.13095,37.41294
생활방범,4,201106,127.0954232,37.3999222
생활방범,4,201412,127.1652613,37.4378848
생활방범,4,201812,127.16145,37.4422
생활방범,5,201909,127.12625,37.38243
생활방범,5,202007,127.139691,37.433337
생활방범,5,202106,127.14552,37.44173
생활방범,4,201807,127.13428,37.44529
생활방범,3,202009,127.138722,37.448517
생활방범,5,201009,127.1132,37.35388
생활방범,4,201004,127.130523,37.4413938
생활방범,5,201406,127.1609491,37.4583939
생활방범,5,202007,127.124586,37.389474
생활방범,3,201004,127.1343926,37.3697311
생활방범,5,201310,127.1348822,37.4484928
생활방범,4,202012,127.150641,37.443302
생활방범,4,201711,127.1041,37.45943
교통단속,1,201306,127.16543,37.45162
생활방범,5,201406,127.1301959,37.4306309
생활방범,1,201106,127.098151,37.3906608
교통단속,1,202106,127.138427,37.443919
생활방범,5,202012,127.1522,37.45887
생활방범,3,201310,127.125498,37.4072344
생활방범,3,201912,127.133828,37.448424
생활방범,5,202112,127.14642,37.44169
생활방범,5,201009,127.1574315,37.4484371
생활방범,4,201106,127.08844,37.39096
