gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat
서울특별시 송파구,서울특별시 송파구 풍납동 404,풍납동 404,0.1,3.6,N,N,127.116301,37.529781
서울특별시 송파구,서울특별시 송파구 풍납동 397-18,풍납동 397-18,0.1,3.6,Y,Y,127.115564,37.528516
서울특별시 송파구,서울특별시 송파구 풍납동 403-15,풍납동 403-15,0.1,3.4,Y,Y,127.115563,37.528934
서울특별시 송파구,서울특별시 송파구 풍납동 398-14,풍납동 398-14,0.1,3.7,N,N,127.115698,37.527971
서울특별시 송파구,서울특별시 송파구 풍납동 399-17,풍납동 399-17,0.1,3.6,N,N,127.115868,37.527472
서울특별시 송파구,서울특별시 송파구 풍납동 393-4,풍납동 393-4,0.1,3.6,N,N,127.115231,37.5273
서울특별시 송파구,서울특별시 송파구 풍납동 401,풍납동 401,0.1,3.6,N,N,127.117329,37.527457
서울특별시 송파구,서울특별시 송파구 풍납동 400-17,풍납동 400-17,0.1,3.6,N,N,127.117266,37.528114
서울특별시 송파구,서울특별시 송파구 풍납동 400,풍납동 400,0.1,3.6,N,N,127.117002,37.528229
서울특별시 송파구,서울특별시 송파구 풍납동 403-10,풍납동 403-10,0.1,3.6,N,N,127.116833,37.528538
서울특별시 송파구,서울특별시 송파구 풍납동 403-9,풍납동 403-9,0.1,3.7,N,N,127.116698,37.528599
서울특별시 송파구,서울특별시 송파구 풍납동 399-1,풍납동 399-1,0.1,3.6,Y,Y,127.116684,37.52833
서울특별시 송파구,서울특별시 송파구 풍납동 399-14,풍납동 399-14,0.1,3.6,N,Y,127.116315,37.527799
서울특별시 송파구,서울특별시 송파구 풍납동 쌍용아파트5동,풍납동 쌍용아파트5동,0.1,3.6,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 극동아파트1동,풍납동 극동아파트1동,0.1,3.6,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 극동아파트1동,풍납동 극동아파트1동,0.1,3.7,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 극동아파트2동,풍납동 극동아파트2동,0.1,3.6,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 극동아파트3동,풍납동 극동아파트3동,0.1,3.5,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 쌍용아파트 101동,풍납동 쌍용아파트 101동,0.1,3.6,N,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 풍납중학교,풍납동 풍납중학교,0.1,3.7,Y,Y,127.116498,37.525635
서울특별시 송파구,서울특별시 송파구 풍납동 우성아파트 5동옆,풍납동 우성아파트 5동옆,0.1,3.6,Y,Y,127.114316,37.525544
서울특별시 송파구,서울특별시 송파구 풍납동 우성아파트 5동옆,풍납동 우성아파트 5동옆,0.1,3.6,Y,Y,127.114316,37.525544
서울특별시 송파구,서울특별시 송파구 풍납동 풍성초교,풍납동 풍성초교,0.1,3.7,Y,Y,127.113491,37.526251
서울특별시 송파구,서울특별시 송파구 풍납동 233-10,풍납동 233-10,0.1,3.0,N,N,127.118187,37.532402
서울특별시 송파구,서울특별시 송파구 풍납동 227-4,풍납동 227-4,0.1,3.5,N,N,127.115442,37.532676
서울특별시 송파구,서울특별시 송파구 풍납동 227-7,풍납동 227-7,0.1,3.3,N,N,127.118943,37.529358
서울특별시 송파구,서울특별시 송파구 풍납동 현대아파트,풍납동 현대아파트,0.1,3.6,N,Y,127.118943,37.529358
서울특별시 송파구,서울특별시 송파구 풍납동 현대아파트입구,풍납동 현대아파트입구,0.1,3.9,N,Y,127.118943,37.529358
서울특별시 송파구,서울특별시 송파구 풍납동 현대아파트입구,풍납동 현대아파트입구,0.1,3.6,N,Y,127.118943,37.529358
서울특별시 송파구,서울특별시 송파구 풍납동 현대아파트306동,풍납동 현대아파트306동,0.1,3.7,N,Y,127.112637,37.533016
서울특별시 송파구,서울특별시 송파구 풍납동 현대아파트308동,풍납동 현대아파트308동,0.1,3.6,N,Y,127.111193,37.531447
서울특별시 송파구,서울특별시 송파구 풍납동 현대2차A 입구,풍납동 현대2차A 입구,0.1,3.8,N,Y,127.117336,37.533274
서울특별시 송파구,서울특별시 송파구 풍납동 현대2차A 입구,풍납동 현대2차A 입구,0.1,3.7,N,Y,127.117336,37.533274
서울특별시 송파구,서울특별시 송파구 풍납동 231-47,풍납동 231-47,0.1,3.4,N,N,127.117336,37.533274
서울특별시 송파구,서울특별시 송파구 풍납동 229-20,풍납동 229-20,0.1,3.5,N,N,127.116681,37.533662
서울특별시 송파구,서울특별시 송파구 풍납동 222-12,풍납동 222-12,0.1,3.7,N,Y,127.116548,37.533496
서울특별시 송파구,서울특별시 송파구 풍납동 222-13,풍납동 222-13,0.1,3.6,N,Y,127.116348,37.533634
서울특별시 송파구,서울특별시 송파구 풍납동 229-19,풍납동 229-19,0.1,3.5,N,Y,127.116747,37.533752
서울특별시 송파구,서울특별시 송파구 풍납동 222-1,풍납동 222-1,0.1,3.8,Y,N,127.116977,37.534422
서울특별시 송파구,서울특별시 송파구 풍납동 162-31,풍납동 162-31,0.1,3.6,N,N,127.118666,37.533415
서울특별시 송파구,서울특별시 송파구 풍납동 157,풍납동 157,0.1,3.6,N,N,127.11785,37.531025
서울특별시 송파구,서울특별시 송파구 풍납동 237-1,풍납동 237-1,0.1,3.6,N,N,127.118722,37.531879
서울특별시 송파구,서울특별시 송파구 풍납동 토성경로당,풍납동 토성경로당,0.1,3.6,Y,N,127.119563,37.531575
서울특별시 송파구,서울특별시 송파구 풍납동 토성경로당,풍납동 토성경로당,0.1,3.6,N,N,127.119563,37.531575
서울특별시 송파구,서울특별시 송파구 풍납동 풍납동504-4,풍납동 풍납동504-4,0.1,3.6,N,N,127.11982,37.531413
서울특별시 송파구,서울특별시 송파구 풍납동 504-4,풍납동 504-4,0.1,3.6,N,N,127.11982,37.531413
서울특별시 송파구,서울특별시 송파구 풍납동 156-13 영파여고,풍납동 156-13 영파여고,0.1,3.5,N,N,127.119644,37.533401
서울특별시 송파구,서울특별시 송파구 풍납동 473-19,풍납동 473-19,0.1,3.6,Y,N,127.121711,37.537576
서울특별시 송파구,서울특별시 송파구 풍납동 476-8,풍납동 476-8,0.1,3.6,Y,N,127.121711,37.537576
서울특별시 송파구,서울특별시 송파구 풍납동 94-8,풍납동 94-8,0.1,3.6,N,N,127.119811,37.539476
서울특별시 송파구,서울특별시 송파구 풍납동 126-64,풍납동 126-64,0.1,3.8,N,N,127.117063,37.537969
서울특별시 송파구,서울특별시 송파구 풍납동 풍성중학교,풍납동 풍성중학교,0.1,3.6,Y,Y,127.112841,37.525564
서울특별시 송파구,서울특별시 송파구 풍납동 풍성중학교,풍납동 풍성중학교,0.1,3.7,Y,Y,127.112841,37.525564
서울특별시 송파구,서울특별시 송파구 풍납동 풍성중학교,풍납동 풍성중학교,0.1,3.7,Y,Y,127.112841,37.525564
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원,풍납동 아산병원,0.1,3.6,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원,풍납동 아산병원,0.1,3.4,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원,풍납동 아산병원,0.1,3.7,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원,풍납동 아산병원,0.1,3.7,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원 서관,풍납동 아산병원 서관,0.1,3.6,Y,Y,127.107526,37.525913
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원 동관,풍납동 아산병원 동관,0.1,3.7,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 아산병원 동관,풍납동 아산병원 동관,0.1,3.6,Y,Y,127.108397,37.526423
서울특별시 송파구,서울특별시 송파구 풍납동 현대기숙사 유치원앞,풍납동 현대기숙사 유치원앞,0.1,3.6,Y,Y,127.111576,37.53227
서울특별시 송파구,서울특별시 송파구 풍납동 현대기숙사 유치원앞,풍납동 현대기숙사 유치원앞,0.1,3.6,Y,Y,127.111576,37.53227
서울특별시 송파구,서울특별시 송파구 풍납동 삼표레미콘 정문,풍납동 삼표레미콘 정문,0.1,3.6,Y,Y,127.111576,37.53227
서울특별시 송파구,서울특별시 송파구 석촌호수로 278(여흥레이크빌 뒤),석촌호수로 278(여흥레이크빌 뒤),0.1,3.8,N,Y,127.106523,37.510387
서울특별시 송파구,서울특별시 송파구 석촌호수로 278(여흥레이크빌 뒤),석촌호수로 278(여흥레이크빌 뒤),0.1,3.6,N,Y,127.106523,37.510387
서울특별시 송파구,서울특별시 송파구 백제고분로46길 9,백제고분로46길 9,0.1,3.7,N,N,127.112343,37.508484
서울특별시 송파구,서울특별시 송파구 백제고분로46길 8-23,백제고분로46길 8-23,0.1,3.5,N,Y,127.111564,37.507507
서울특별시 송파구,서울특별시 송파구 백제고분로46길 7-4,백제고분로46길 7-4,0.1,3.7,N,N,127.112442,37.50861
서울특별시 송파구,서울특별시 송파구 백제고분로46길 43,백제고분로46길 43,0.1,3.6,N,N,127.115628,37.506832
서울특별시 송파구,서울특별시 송파구 백제고분로46길 31-1,백제고분로46길 31-1,0.1,3.6,N,N,127.114555,37.507363
서울특별시 송파구,서울특별시 송파구 백제고분로46길 26,백제고분로46길 26,0.1,3.6,N,N,127.111948,37.507976
서울특별시 송파구,서울특별시 송파구 백제고분로46길 25-1,백제고분로46길 25-1,0.1,3.6,N,N,127.113975,37.507674
서울특별시 송파구,서울특별시 송파구 백제고분로46길 16-1,백제고분로46길 16-1,0.1,3.6,N,N,127.112889,37.507933
서울특별시 송파구,서울특별시 송파구 백제고분로44길 5,백제고분로44길 5,0.1,3.7,N,N,127.111337,37.507606
서울특별시 송파구,서울특별시 송파구 백제고분로42길 5(송파1동파출소),백제고분로42길 5(송파1동파출소),0.1,3.6,N,N,127.109732,37.505929
서울특별시 송파구,서울특별시 송파구 백제고분로42길 42,백제고분로42길 42,0.1,3.8,N,N,127.111978,37.503449
서울특별시 송파구,서울특별시 송파구 백제고분로42길 38,백제고분로42길 38,0.1,3.8,N,N,127.11177,37.503636
서울특별시 송파구,서울특별시 송파구 백제고분로42길 32,백제고분로42길 32,0.1,3.8,N,N,127.11143,37.50398
서울특별시 송파구,서울특별시 송파구 잠실본동 176-6,잠실본동 176-6,0.1,3.6,N,N,127.079575,37.510471
서울특별시 송파구,서울특별시 송파구 잠실본동 195-12,잠실본동 195-12,0.1,3.8,N,N,127.079628,37.510257
서울특별시 송파구,서울특별시 송파구 잠실본동 177-3,잠실본동 177-3,0.1,3.6,N,N,127.079848,37.510512
서울특별시 송파구,서울특별시 송파구 잠실본동 320(우성4차아파트),잠실본동 320(우성4차아파트),0.1,3.7,Y,N,127.081399,37.507925
서울특별시 송파구,서울특별시 송파구 잠실본동 219,잠실본동 219,0.1,3.6,N,N,127.081399,37.507925
서울특별시 송파구,서울특별시 송파구 잠실본동 221-8,잠실본동 221-8,0.1,3.6,N,N,127.081102,37.508075
서울특별시 송파구,서울특별시 송파구 잠실본동 229(잠전초교),잠실본동 229(잠전초교),0.1,3.6,Y,N,127.084228,37.50716
서울특별시 송파구,서울특별시 송파구 잠실본동 214-7,잠실본동 214-7,0.1,3.6,N,N,127.083312,37.50704
서울특별시 송파구,서울특별시 송파구 잠실본동 233-4,잠실본동 233-4,0.1,3.6,Y,N,127.084867,37.505968
서울특별시 송파구,서울특별시 송파구 잠실본동 340-10,잠실본동 340-10,0.1,3.6,N,Y,127.086377,37.503089
서울특별시 송파구,서울특별시 송파구 잠실본동 340-11,잠실본동 340-11,0.1,3.8,N,Y,127.086299,37.502991
서울특별시 송파구,서울특별시 송파구 잠실본동 339-2,잠실본동 339-2,0.1,3.8,N,N,127.086228,37.503376
서울특별시 송파구,서울특별시 송파구 가락로 5길 31-1(석촌동 245-20),가락로 5길 31-1(석촌동 245-20),0.1,3.7,N,N,127.100956,37.502137
서울특별시 송파구,서울특별시 송파구 가락로 5길 38(석촌동 246-12),가락로 5길 38(석촌동 246-12),0.1,3.7,N,N,127.101007,37.502642
서울특별시 송파구,서울특별시 송파구 가락로 5길 24-23(석촌동 247-14),가락로 5길 24-23(석촌동 247-14),0.1,3.8,N,N,127.101473,37.502493
서울특별시 송파구,서울특별시 송파구 백제고분로 328(석촌동 246-7),백제고분로 328(석촌동 246-7),0.1,3.6,N,N,127.102997,37.5034
서울특별시 송파구,서울특별시 송파구 가락로 11길 33-10(동남빌라),가락로 11길 33-10(동남빌라),0.1,3.8,N,N,127.103023,37.503218
서울특별시 송파구,서울특별시 송파구 가락로 11길 27-10(미륵암),가락로 11길 27-10(미륵암),0.1,3.7,N,N,127.103191,37.502878
서울특별시 송파구,서울특별시 송파구 가락로 11길 23-16(도림주택),가락로 11길 23-16(도림주택),0.1,3.4,N,N,127.1031,37.502398
서울특별시 송파구,서울특별시 송파구 가락로 7길 20,가락로 7길 20,0.1,3.6,N,N,127.103055,37.50197
서울특별시 송파구,서울특별시 송파구 가락로 7길 18(정원빌라),가락로 7길 18(정원빌라),0.1,3.7,N,N,127.10305,37.501724
서울특별시 송파구,서울특별시 송파구 가락로 7길 10,가락로 7길 10,0.1,3.6,N,N,127.103076,37.501113
서울특별시 송파구,서울특별시 송파구 가락로 7길 1(공원 옆),가락로 7길 1(공원 옆),0.1,3.8,N,N,127.103164,37.500355
서울특별시 송파구,서울특별시 송파구 가락로 9길 8(공원 옆),가락로 9길 8(공원 옆),0.1,3.6,N,N,127.103689,37.500692
서울특별시 송파구,서울특별시 송파구 가락로 9길 6(목화빌리지),가락로 9길 6(목화빌리지),0.1,3.6,N,N,127.103835,37.500542
서울특별시 송파구,서울특별시 송파구 가락로 77,가락로 77,0.1,3.6,Y,N,127.104801,37.500495
서울특별시 송파구,서울특별시 송파구 가락로 11길 7(낙원교회),가락로 11길 7(낙원교회),0.1,3.8,Y,N,127.104578,37.50086
서울특별시 송파구,서울특별시 송파구 가락로 11길 12,가락로 11길 12,0.1,3.7,Y,N,127.10524,37.501825
서울특별시 송파구,서울특별시 송파구 가락로 11길 15-15(하인즈빌),가락로 11길 15-15(하인즈빌),0.1,3.7,N,N,127.103562,37.501468
서울특별시 송파구,서울특별시 송파구 가락로 11길 19-16,가락로 11길 19-16,0.1,3.7,N,N,127.103269,37.502037
서울특별시 송파구,서울특별시 송파구 가락로 11길 23-5,가락로 11길 23-5,0.1,3.8,N,N,127.103654,37.502333
서울특별시 송파구,서울특별시 송파구 가락로 15길 29,가락로 15길 29,0.1,2.0,N,N,127.105152,37.503215
서울특별시 송파구,서울특별시 송파구 가락로 15길 27,가락로 15길 27,0.1,2.0,N,N,127.105296,37.503002
서울특별시 송파구,서울특별시 송파구 송파대로 39길 28,송파대로 39길 28,0.1,3.7,N,N,127.106313,37.502156
서울특별시 송파구,서울특별시 송파구 가락로 7길 5,가락로 7길 5,0.1,3.6,N,N,127.102998,37.500694
서울특별시 송파구,서울특별시 송파구 백제고분로 40길 31(신세계빌딩),백제고분로 40길 31(신세계빌딩),0.1,3.6,N,N,127.107909,37.502019
서울특별시 송파구,서울특별시 송파구 백제고분로 40길 23,백제고분로 40길 23,0.1,3.7,N,N,127.107303,37.502648
서울특별시 송파구,서울특별시 송파구 백제고분로 40길 19-6,백제고분로 40길 19-6,0.1,3.7,N,N,127.107181,37.503036
서울특별시 송파구,서울특별시 송파구 백제고분로 40길 16(서광빌딩),백제고분로 40길 16(서광빌딩),0.1,3.6,Y,N,127.105858,37.502836
서울특별시 송파구,서울특별시 송파구 잠실본동 303,잠실본동 303,0.1,3.6,N,N,127.078863,37.505114
서울특별시 송파구,서울특별시 송파구 잠실본동 214-10,잠실본동 214-10,0.1,3.6,Y,N,127.083457,37.507409
서울특별시 송파구,서울특별시 송파구 잠실본동 213-12,잠실본동 213-12,0.1,3.7,N,N,127.083776,37.507771
서울특별시 송파구,서울특별시 송파구 잠실본동 213-2,잠실본동 213-2,0.1,3.6,N,N,127.083605,37.508482
서울특별시 송파구,서울특별시 송파구 잠실본동 188-8,잠실본동 188-8,0.1,3.6,N,N,127.08274,37.510447
서울특별시 송파구,서울특별시 송파구 잠실본동 182-2,잠실본동 182-2,0.1,3.6,N,N,127.082761,37.510973
서울특별시 송파구,서울특별시 송파구 잠실본동 315-12,잠실본동 315-12,0.1,3.6,N,N,127.084679,37.504612
서울특별시 송파구,서울특별시 송파구 잠실본동 338(진달래공원),잠실본동 338(진달래공원),0.1,3.7,N,N,127.086227,37.504005
서울특별시 송파구,서울특별시 송파구 잠실본동 337-3,잠실본동 337-3,0.1,5.6,N,N,127.086227,37.504005
서울특별시 송파구,서울특별시 송파구 잠실본동 335-8,잠실본동 335-8,0.1,3.8,N,N,127.08583,37.504499
서울특별시 송파구,서울특별시 송파구 잠실본동 335-3,잠실본동 335-3,0.1,3.8,N,N,127.085432,37.504607
서울특별시 송파구,서울특별시 송파구 잠실본동 316-6,잠실본동 316-6,0.1,3.8,Y,N,127.084462,37.504218
서울특별시 송파구,서울특별시 송파구 잠실본동 321-5,잠실본동 321-5,0.1,3.6,N,N,127.082753,37.503791
서울특별시 송파구,서울특별시 송파구 잠실본동 309-16,잠실본동 309-16,0.1,3.6,N,N,127.081052,37.504278
서울특별시 송파구,서울특별시 송파구 잠실본동 312-17,잠실본동 312-17,0.1,3.8,N,N,127.082528,37.505075
서울특별시 송파구,서울특별시 송파구 잠실본동 313-3,잠실본동 313-3,0.1,3.6,N,N,127.08272,37.505383
서울특별시 송파구,서울특별시 송파구 잠실본동 313-7,잠실본동 313-7,0.1,3.7,N,N,127.081264,37.505798
서울특별시 송파구,서울특별시 송파구 잠실본동 311-11,잠실본동 311-11,0.1,3.7,N,N,127.080926,37.505111
서울특별시 송파구,서울특별시 송파구 잠실본동 302-6,잠실본동 302-6,0.1,3.7,Y,N,127.079654,37.503735
서울특별시 송파구,서울특별시 송파구 잠실본동 301-7,잠실본동 301-7,0.1,3.6,N,N,127.079506,37.504026
서울특별시 송파구,서울특별시 송파구 잠실본동 301-7,잠실본동 301-7,0.1,3.6,N,N,127.079654,37.503735
서울특별시 송파구,서울특별시 송파구 잠실본동 302-6,잠실본동 302-6,0.1,3.6,Y,N,127.079654,37.503735
서울특별시 송파구,서울특별시 송파구 잠실본동 302-4,잠실본동 302-4,0.1,3.7,Y,N,127.078318,37.503953
서울특별시 송파구,서울특별시 송파구 잠실본동 305-10,잠실본동 305-10,0.1,3.8,N,N,127.077576,37.504707
서울특별시 송파구,서울특별시 송파구 잠실본동 304-1,잠실본동 304-1,0.1,3.8,N,N,127.078393,37.505083
서울특별시 송파구,서울특별시 송파구 잠실본동 294-13,잠실본동 294-13,0.1,3.6,N,N,127.079739,37.506006
서울특별시 송파구,서울특별시 송파구 잠실본동 295-18,잠실본동 295-18,0.1,3.5,N,N,127.079739,37.506006
서울특별시 송파구,서울특별시 송파구 잠실본동 301-13,잠실본동 301-13,0.1,3.7,N,N,127.079318,37.50407
서울특별시 송파구,서울특별시 송파구 잠실본동 222-19,잠실본동 222-19,0.1,3.7,N,N,127.080187,37.506947
서울특별시 송파구,서울특별시 송파구 거여동16(B),거여동16(B),0.1,3.7,Y,N,127.136859,37.490787
서울특별시 송파구,서울특별시 송파구 마천동현대A 203동 앞,마천동현대A 203동 앞,0.1,3.7,N,N,127.153967,37.497403
서울특별시 송파구,서울특별시 송파구 마천동현대아파트24시편의점,마천동현대아파트24시편의점,0.1,3.6,N,N,127.143719,37.503276
서울특별시 송파구,서울특별시 송파구 마천동187-17,마천동187-17,0.1,3.6,N,N,127.14764,37.499339
서울특별시 송파구,서울특별시 송파구 마천동43-6,마천동43-6,0.1,3.7,N,N,127.14764,37.499339
서울특별시 송파구,서울특별시 송파구 마천동42,마천동42,0.1,3.7,N,N,127.147904,37.499394
서울특별시 송파구,서울특별시 송파구 마천동42-1,마천동42-1,0.1,3.7,N,N,127.147511,37.499183
서울특별시 송파구,서울특별시 송파구 마천동41-12,마천동41-12,0.1,3.6,N,N,127.146885,37.499857
서울특별시 송파구,서울특별시 송파구 마천동41-8,마천동41-8,0.1,3.8,N,N,127.146885,37.499857
서울특별시 송파구,서울특별시 송파구 마천동41-8,마천동41-8,0.1,3.6,N,N,127.146885,37.499857
서울특별시 송파구,서울특별시 송파구 마천동40-5,마천동40-5,0.1,3.8,N,N,127.146414,37.499353
서울특별시 송파구,서울특별시 송파구 마천동36-7,마천동36-7,0.1,3.6,N,N,127.146414,37.499353
서울특별시 송파구,서울특별시 송파구 마천동36-10,마천동36-10,0.1,3.6,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동36-13,마천동36-13,0.1,3.6,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동35-9,마천동35-9,0.1,3.6,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동35-15,마천동35-15,0.1,3.8,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동35-15,마천동35-15,0.1,3.8,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동205-16,마천동205-16,0.1,3.6,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동1-8,마천동1-8,0.1,2.0,N,N,127.145151,37.502846
서울특별시 송파구,서울특별시 송파구 마천동136-106,마천동136-106,0.1,3.6,N,N,127.14497,37.499947
서울특별시 송파구,서울특별시 송파구 마천동178-6,마천동178-6,0.1,3.6,N,N,127.14497,37.499947
서울특별시 송파구,서울특별시 송파구 마천동9-6,마천동9-6,0.1,3.6,N,N,127.14497,37.499947
서울특별시 송파구,서울특별시 송파구 거여동12,거여동12,0.1,3.7,Y,N,127.140118,37.495761
서울특별시 송파구,서울특별시 송파구 거여동20,거여동20,0.1,3.6,N,N,127.141671,37.494872
서울특별시 송파구,서울특별시 송파구 거여동553-25,거여동553-25,0.1,3.8,N,N,127.141463,37.493952
서울특별시 송파구,서울특별시 송파구 거여동1-9,거여동1-9,0.1,3.6,N,N,127.144164,37.49894
서울특별시 송파구,서울특별시 송파구 거여동1-9,거여동1-9,0.1,3.7,Y,N,127.144164,37.49894
서울특별시 송파구,서울특별시 송파구 거여동561-10,거여동561-10,0.1,3.8,N,N,127.142423,37.493083
서울특별시 송파구,서울특별시 송파구 거여동133-44,거여동133-44,0.1,3.8,N,N,127.145652,37.497681
서울특별시 송파구,서울특별시 송파구 거여동128-3,거여동128-3,0.1,3.6,N,N,127.144525,37.49848
서울특별시 송파구,서울특별시 송파구 마천동199-2,마천동199-2,0.1,3.6,N,N,127.155167,37.498594
서울특별시 송파구,서울특별시 송파구 마천동마천 공영주차장입구,마천동마천 공영주차장입구,0.1,3.6,N,N,127.153273,37.497801
서울특별시 송파구,서울특별시 송파구 마천동마천 산성어린이집앞-A,마천동마천 산성어린이집앞-A,0.1,3.7,N,N,127.153273,37.497801
서울특별시 송파구,서울특별시 송파구 마천동194-2,마천동194-2,0.1,3.6,N,N,127.153273,37.497801
서울특별시 송파구,서울특별시 송파구 마천동 200-8,마천동 200-8,0.1,3.8,N,N,127.153774,37.497807
서울특별시 송파구,서울특별시 송파구 마천동삼익A 입구,마천동삼익A 입구,0.1,3.4,Y,N,127.152766,37.498866
서울특별시 송파구,서울특별시 송파구 마천동 대성 APT 앞,마천동 대성 APT 앞,0.1,3.6,N,N,127.152766,37.498866
서울특별시 송파구,서울특별시 송파구 마천동 167-7,마천동 167-7,0.1,3.7,N,N,127.152766,37.498866
서울특별시 송파구,서울특별시 송파구 거여동 170-2,거여동 170-2,0.1,3.5,N,N,127.152193,37.498285
서울특별시 송파구,서울특별시 송파구 마천동 170-20,마천동 170-20,0.1,3.6,N,N,127.152193,37.498285
서울특별시 송파구,서울특별시 송파구 마천동 124-20,마천동 124-20,0.1,3.7,N,N,127.149073,37.498512
서울특별시 송파구,서울특별시 송파구 마천동85-7,마천동85-7,0.1,3.6,N,N,127.150059,37.499429
서울특별시 송파구,서울특별시 송파구 마천동85-13,마천동85-13,0.1,3.8,N,N,127.149736,37.499157
서울특별시 송파구,서울특별시 송파구 마천동87-7,마천동87-7,0.1,2.0,N,N,127.149473,37.499791
서울특별시 송파구,서울특별시 송파구 마천동87-3,마천동87-3,0.1,2.0,N,N,127.149305,37.499968
서울특별시 송파구,서울특별시 송파구 마천동49-2,마천동49-2,0.1,3.9,N,N,127.148363,37.500867
서울특별시 송파구,서울특별시 송파구 마천동49-9,마천동49-9,0.1,3.6,Y,N,127.148027,37.500112
서울특별시 송파구,서울특별시 송파구 마천동44-5,마천동44-5,0.1,3.6,N,N,127.148097,37.499656
서울특별시 송파구,서울특별시 송파구 마천동118-19,마천동118-19,0.1,3.6,N,N,127.147407,37.498198
서울특별시 송파구,서울특별시 송파구 마천동129-13,마천동129-13,0.1,3.6,N,N,127.148982,37.497346
서울특별시 송파구,서울특별시 송파구 마천동127-1,마천동127-1,0.1,3.6,N,N,127.148568,37.496931
서울특별시 송파구,서울특별시 송파구 마천동301-52,마천동301-52,0.1,3.6,Y,N,127.153364,37.495519
서울특별시 송파구,서울특별시 송파구 마천동184-60,마천동184-60,0.1,3.6,N,N,127.152812,37.495884
서울특별시 송파구,서울특별시 송파구 마천동308-34,마천동308-34,0.1,3.6,N,N,127.152767,37.493096
서울특별시 송파구,서울특별시 송파구 마천동366-3,마천동366-3,0.0,3.7,N,N,127.156614,37.494614
서울특별시 송파구,서울특별시 송파구 마천동361-12,마천동361-12,0.0,3.6,N,N,127.156451,37.495128
서울특별시 송파구,서울특별시 송파구 마천동356-1,마천동356-1,0.0,3.6,N,N,127.155354,37.496996
서울특별시 송파구,서울특별시 송파구 마천동311-99,마천동311-99,0.1,3.8,N,N,127.153754,37.493698
서울특별시 송파구,서울특별시 송파구 마천동567-2,마천동567-2,0.0,3.6,N,N,127.157973,37.491772
서울특별시 송파구,서울특별시 송파구 마천동570-3,마천동570-3,0.0,3.6,N,N,127.157896,37.491448
서울특별시 송파구,서울특별시 송파구 마천동566-1,마천동566-1,0.0,3.6,N,N,127.158259,37.491784
서울특별시 송파구,서울특별시 송파구 마천동571-2,마천동571-2,0.0,3.6,N,N,127.158136,37.491486
서울특별시 송파구,서울특별시 송파구 마천동128-1,마천동128-1,0.1,3.6,N,N,127.150162,37.496529
서울특별시 송파구,서울특별시 송파구 마천동128-98,마천동128-98,0.1,3.8,N,N,127.150601,37.496203
서울특별시 송파구,서울특별시 송파구 마천동135-8,마천동135-8,0.1,3.7,N,N,127.150379,37.497078
서울특별시 송파구,서울특별시 송파구 마천동178-79,마천동178-79,0.1,3.6,N,N,127.151516,37.496863
서울특별시 송파구,서울특별시 송파구 마천동184-10,마천동184-10,0.1,3.9,N,N,127.152472,37.496509
서울특별시 송파구,서울특별시 송파구 마천동마천초등학교 정문,마천동마천초등학교 정문,0.1,3.8,Y,Y,127.152475,37.495497
서울특별시 송파구,서울특별시 송파구 마천동마천초등학교 정문,마천동마천초등학교 정문,0.1,3.6,Y,Y,127.152475,37.495497
서울특별시 송파구,서울특별시 송파구 마천동307-20,마천동307-20,0.1,3.6,Y,N,127.151696,37.494411
서울특별시 송파구,서울특별시 송파구 마천동마천 금호APT 입구,마천동마천 금호APT 입구,0.1,3.6,Y,N,127.152475,37.495497
서울특별시 송파구,서울특별시 송파구 마천동마천초등학교 입구,마천동마천초등학교 입구,0.1,3.6,Y,N,127.152475,37.495497
서울특별시 송파구,서울특별시 송파구 마천동301-28,마천동301-28,0.1,3.7,N,N,127.15369,37.495188
서울특별시 송파구,서울특별시 송파구 마천동299-4,마천동299-4,0.1,3.6,N,N,127.153752,37.495787
