cc_name,cc_type,oper_stat,appr_dt,close_dt,bus_yn,appr_cap,curr_cnt,lon,lat
생각통통어린이집,가정,폐지,2011-12-01,2023-03-01,운영,20,0,127.06530100940785,37.2103678836409
꼬마숲소망어린이집,가정,폐지,2011-12-28,2015-05-21,운영,20,0,127.06059383482403,37.20280966783964
슬기어린이집,가정,폐지,2012-01-12,2020-02-28,운영,20,0,127.0677163028848,37.2106278320881
꼬마대통령어린이집,가정,폐지,2012-01-17,2015-07-08,운영,20,0,127.05520678361252,37.21435736424007
꿈에어린이집,민간,폐지,2012-01-31,2022-06-27,운영,113,0,126.8782379473204,37.167843878503774
남양웃는아이어린이집,민간,정상,2012-01-31,,운영,222,152,126.82996395754232,37.21923709598575
보림어린이집,민간,정상,2012-02-17,,운영,235,143,126.954463558371,37.22360340725898
포비어린이집,가정,폐지,2012-02-28,2025-08-01,미운영,20,0,127.055693896428,37.2149410180111
꿈모리어린이집,가정,폐지,2012-02-28,2020-11-05,운영,20,0,127.0564770019064,37.21685727435116
아이캐슬어린이집,가정,정상,2012-02-28,,미운영,20,10,127.055297457344,37.2151250113638
숲속반디어린이집,가정,폐지,2012-02-28,2018-03-12,운영,20,0,127.056654606594,37.2160830964701
삐삐어린이집,가정,정상,2012-02-28,,미운영,20,20,127.0581996571548,37.20658807442515
비버어린이집,가정,폐지,2012-02-29,2025-03-04,운영,20,0,127.054697589036,37.2144044481871
숲속향기어린이집,가정,폐지,2012-02-29,2018-02-09,운영,20,0,127.061429887411,37.2025939600273
서동탄어린이집,가정,폐지,2012-03-20,2025-03-04,미운영,20,0,127.051311315271,37.1977438164081
나리예어린이집,가정,폐지,2012-03-20,2022-03-30,미운영,20,0,127.063288105661,37.2103960448245
반송아기사랑어린이집,가정,폐지,2012-03-27,2021-03-03,미운영,20,0,127.063316104117,37.2115745946002
반송꿈나무어린이집,가정,폐지,2012-03-27,2016-06-17,운영,20,0,127.067429571134,37.2107001672637
굿맘아이솔어린이집,가정,정상,2012-03-27,,미운영,20,11,127.063500988037,37.2117294773875
숲속별어린이집,가정,정상,2012-03-27,,미운영,19,14,127.0584751772872,37.20743492643394
키드피아어린이집,가정,폐지,2012-04-03,2024-03-04,미운영,20,0,127.0589559571147,37.20350295222271
아기햇살어린이집,가정,폐지,2012-03-30,2021-03-11,운영,20,0,127.065644992354,37.210564188341
반송딸기'S어린이집,가정,폐지,2012-04-03,2019-10-11,미운영,20,0,127.063138750308,37.2095959962094
아기곰어린이집,가정,폐지,2012-04-03,2022-02-14,미운영,20,0,127.051717719989,37.1991240459244
해나무어린이집,가정,폐지,2012-04-09,2020-08-11,미운영,19,0,127.07847536818848,37.209643553525005
명품클래식어린이집,가정,폐지,2012-04-09,2021-03-29,미운영,20,0,127.063563355821,37.2108500267095
키즈맘어린이집,가정,폐지,2012-04-09,2021-04-26,미운영,20,0,127.052541043576,37.2040506059405
능동한빛어린이집,가정,폐지,2012-04-16,2023-01-04,미운영,20,0,127.061124175487,37.2149131803887
예손어린이집,가정,폐지,2012-04-16,2021-03-09,미운영,20,0,127.061256376691,37.2054017013389
동탄숲속어린이집,가정,폐지,2012-04-16,2021-03-26,미운영,20,0,127.061271625113,37.2075966363462
동탄하바패밀리어린이집,가정,폐지,2012-04-20,2021-06-30,미운영,20,0,127.062402747091,37.2077294147717
베베아트어린이집,가정,폐지,2012-04-27,2020-02-29,미운영,20,0,127.053225294546,37.2031204315132
다솜아이어린이집,가정,폐지,2012-04-30,2024-03-04,운영,20,0,127.062923001106,37.2102700886209
동탄예쁜아이어린이집,가정,정상,2012-04-30,,미운영,20,10,127.060419384924,37.2068257698169
폴리어린이집,가정,폐지,2012-04-27,2020-02-29,운영,20,0,127.060979491765,37.2028212501632
설리번어린이집,가정,폐지,2012-04-26,2020-02-29,미운영,20,0,127.061150089289,37.2020318494849
해봄어린이집,가정,정상,2012-05-10,,운영,20,17,126.914105647681,37.1322481515147
동탄아이자람어린이집,가정,폐지,2012-05-22,2021-03-18,미운영,16,0,127.06340334084602,37.21106542633167
아트빌에코비어린이집,가정,폐지,2012-05-22,2020-02-29,미운영,20,0,127.06045240292713,37.20292963890917
코코랑나랑어린이집,가정,폐지,2012-05-29,2021-12-01,미운영,20,0,126.913721912682,37.12540705459148
숲속나무어린이집,가정,정상,2012-05-29,,미운영,20,20,126.91422375365345,37.127400560700806
향남하늘숲어린이집,가정,폐지,2012-06-12,2023-04-24,미운영,20,0,126.92710879033504,37.124969286587536
동탄햇살가득어린이집,가정,폐지,2012-06-28,2023-03-01,미운영,20,0,127.06017029670332,37.20281709213059
햇살마루어린이집,가정,정상,2020-09-16,,미운영,20,20,126.9697419764313,37.21479056868388
휴먼빌어린이집,가정,폐지,2012-08-14,2025-02-18,미운영,20,0,126.97188243273855,37.21430887121523
자연향기어린이집,가정,폐지,2012-08-31,2020-03-01,운영,20,0,126.76087057943576,37.20104920720118
아인어린이집,가정,폐지,2012-09-05,2019-10-16,미운영,20,0,127.05115094194323,37.197966462914096
아이랑어린이집,가정,폐지,2012-11-16,2021-03-12,미운영,20,0,127.05677261263727,37.21722916723186
엄마마음어린이집,가정,폐지,2012-12-21,2015-11-23,미운영,12,0,127.0463660481532,37.21587479343469
에이레네어린이집,가정,폐지,2012-12-21,2022-03-18,미운영,19,0,127.06682278011417,37.20203967040711
아기나무어린이집,가정,폐지,2012-12-31,2020-06-03,미운영,12,0,127.069821306932,37.19451605549341
향남아이비어린이집,민간,정상,2012-12-31,,운영,119,118,126.8974524406946,37.10637112859088
남양영재어린이집,민간,정상,2012-12-31,,운영,114,73,126.8095823831759,37.21119963276201
햇님이놀러온어린이집,민간,폐지,2012-12-31,2021-03-09,운영,138,0,126.9432775241894,37.11823121651317
꼬마숲속어린이집,가정,폐지,2013-01-04,2021-03-15,미운영,20,0,126.96996440303036,37.21092335199801
고운아이어린이집,가정,폐지,2013-01-04,2018-03-12,미운영,12,0,126.95831194334298,37.21766307938596
동일미소어린이집,민간,정상,2013-01-04,,운영,33,29,126.95601546989391,37.2166625391226
도담어린이집,가정,폐지,2013-01-10,2020-09-10,미운영,20,0,126.92396636966606,37.12999876859707
캥거루어린이집,가정,폐지,2013-01-14,2021-02-22,미운영,12,0,127.0463660481532,37.21587479343469
풍성어린이집,가정,정상,2013-01-14,,미운영,20,10,127.06292153079976,37.20064593071538
꿈나무영재어린이집,가정,폐지,2013-01-15,2024-04-16,미운영,20,0,126.96985066914118,37.213503908803816
아리솔어린이집,가정,정상,2013-01-22,,미운영,20,20,127.07912554953316,37.20926017464721
꿈별어린이집,가정,폐지,2013-01-22,2025-08-28,미운영,20,0,127.04382020766116,37.21649925148389
보물섬어린이집,가정,폐지,2013-01-23,2020-12-30,미운영,19,0,127.04251436157148,37.21012753589641
해피키즈어린이집,가정,정상,2013-01-23,,미운영,20,16,127.07120904385492,37.20655303596909
한일황토어린이집,가정,정상,2013-01-25,,운영,17,16,127.0384629428936,37.20015611310674
엄지어린이집,가정,폐지,2013-01-25,2022-03-16,미운영,20,0,127.07527178804796,37.21213000409959
새뿌리어린이집,가정,폐지,2013-01-24,2016-03-08,미운영,20,0,126.95259405735064,37.23699718811338
시립반송보듬이나눔이어린이집,국공립,정상,2012-12-11,,미운영,99,81,127.07695641051278,37.19328270040598
동화속어린이집,가정,폐지,2013-01-29,2020-08-28,미운영,20,0,126.97061590878452,37.215580113078566
행복한하루어린이집,가정,폐지,2013-01-24,2015-10-28,미운영,9,0,126.9725817866829,37.21285946048554
애플키즈어린이집,가정,폐지,2013-01-24,2017-08-11,미운영,20,0,126.91982003050344,37.1262944476784
그린키즈어린이집,가정,폐지,2013-01-24,2023-05-18,미운영,20,0,126.91889831748452,37.12948354618916
그린숲어린이집,가정,폐지,2013-01-29,2021-03-02,미운영,19,0,127.04452527892846,37.21216678442583
작은숲속어린이집,가정,폐지,2013-01-24,2020-03-31,미운영,20,0,126.90433580204969,37.12986176104775
아기숲어린이집,가정,폐지,2013-01-24,2021-03-05,미운영,18,0,126.90093069353972,37.13139792349168
우남아이숲어린이집,가정,폐지,2013-01-28,2022-05-12,미운영,20,0,127.0485855602569,37.19781341030625
안데르센어린이집,가정,폐지,2013-01-30,2024-03-04,미운영,20,0,127.05481826070088,37.21020830642194
누리마루어린이집,가정,정상,2013-01-30,,미운영,20,14,127.0588455032574,37.20269881882757
림스맘어린이집,가정,폐지,2013-01-29,2023-08-01,미운영,13,0,127.05913897376855,37.21181817993328
다은아이숲어린이집,가정,정상,2013-01-30,,미운영,19,18,127.06589663718768,37.19912800095194
해가든어린이집,가정,폐지,2013-01-31,2021-01-14,미운영,20,0,127.0389086238888,37.20853208018956
둥지 어린이집,가정,폐지,2013-02-05,2013-12-31,미운영,20,0,127.0907662994326,37.19072494381123
튼튼어린이집,가정,폐지,2020-08-04,2021-04-01,미운영,20,0,126.92988824743784,37.13151370768503
상록사랑숲어린이집,가정,정상,2013-02-01,,미운영,20,15,126.92428435622476,37.13158843764409
한빛새싹어린이집,가정,정상,2013-02-04,,미운영,20,16,127.06696288729334,37.20775581635141
블루키즈어린이집,가정,정상,2013-02-01,,미운영,20,20,127.04435110352279,37.2269866165147
아띠누리어린이집,가정,폐지,2013-02-04,2023-05-16,미운영,13,0,127.0463660481532,37.21587479343469
햇살모아어린이집,가정,폐지,2013-02-04,2025-12-12,미운영,20,0,127.05623972954956,37.20076823002248
현대하람어린이집,가정,정상,2013-02-04,,미운영,20,20,127.009393521831,37.20668877999696
다윤어린이집,가정,폐지,2013-01-29,2024-03-27,미운영,16,0,127.04106643240743,37.21599561939052
조암아기뜰어린이집,가정,폐지,2013-02-07,2022-08-01,운영,18,0,126.8150503083803,37.08204934852945
아이미소어린이집,가정,폐지,2013-02-04,2018-12-18,미운영,18,0,127.04454571239444,37.208472499576416
아이별어린이집,가정,폐지,2013-02-07,2024-03-04,미운영,20,0,127.07672457567,37.19573729592745
우리누리어린이집,가정,폐지,2013-02-12,2021-10-22,미운영,20,0,126.97360879986256,37.22627802247058
팅커벨어린이집,가정,정상,2013-02-12,,미운영,14,14,127.04939340366458,37.21378380650753
산호초어린이집,가정,폐지,2013-02-07,2018-04-10,미운영,16,0,126.81696345973788,37.075964764882265
작은별어린이집,가정,폐지,2013-02-12,2013-02-12,미운영,16,0,127.04107207124396,37.2095333377563
작은별어린이집,가정,폐지,2013-02-12,2019-08-01,미운영,16,0,127.04107207124396,37.2095333377563
풍림어린이집,가정,정상,2013-02-01,,미운영,20,18,126.9293512548204,37.128077637767696
은빛어린이집,가정,폐지,2013-02-18,2016-10-14,미운영,16,0,127.03931799501598,37.20716236386211
앨리스어린이집,가정,폐지,2013-02-15,2023-03-01,미운영,20,0,127.06837413575226,37.20148629347693
라온어린이집,가정,정상,2013-02-08,,미운영,20,20,127.06614772179614,37.19240606536266
슬기로운어린이집,민간,정상,2013-02-18,,운영,33,25,127.03699614227529,37.21410111516901
정남아이사랑어린이집,가정,폐지,2013-02-21,2019-08-06,미운영,16,0,126.98404861999175,37.16208591513822
향남민들레어린이집,민간,정상,2013-02-28,,운영,204,170,126.9216618007053,37.10841151668907
푸른하늘어린이집,가정,폐지,2013-02-27,2020-05-30,미운영,20,0,127.06699668130985,37.21036161513896
하하하어린이집,가정,정상,2013-02-28,,미운영,20,13,127.07690398206203,37.18869332674439
숲속꿈꾸는어린이집,가정,폐지,2013-03-04,2015-03-23,미운영,20,0,127.05352347156122,37.19771403239181
휴먼키즈어린이집,민간,정상,2013-03-22,,미운영,39,39,126.9719278777477,37.214109946427655
동탄푸른어린이집,민간,폐지,2013-03-27,2025-03-04,운영,264,0,127.05805687990168,37.1989553975073
풀어린이집,가정,폐지,2013-03-28,2015-08-20,미운영,12,0,127.069821306932,37.19451605549341
한라키즈어린이집,가정,폐지,2013-04-05,2024-03-26,미운영,20,0,126.82333324837956,37.08929579896149
조은어린이집,가정,폐지,2013-04-08,2015-06-26,미운영,12,0,126.91517,37.125553
아이노리어린이집,가정,폐지,2013-04-04,2023-06-08,미운영,20,0,127.0523239631,37.2198506645
우림예예어린이집,가정,폐지,2013-04-09,2022-03-17,미운영,20,0,127.05990569854832,37.200972840996414
샤론노블레스어린이집,가정,폐지,2013-04-23,2021-05-21,미운영,20,0,127.05106375579336,37.19811154663808
창의나무아트어린이집,민간,폐지,2013-05-03,2025-07-01,운영,51,0,126.82333324837956,37.08929579896149
동탄제일어린이집,직장,폐지,2013-08-05,2014-12-26,미운영,49,0,127.078500543291,37.2165455776022
시립구문천어린이집,국공립,정상,2014-05-26,,미운영,79,45,126.90535330416984,37.085674772777615
향남사임당어린이집,가정,정상,2020-09-23,,미운영,20,18,126.91643236001734,37.11170951916113
꿈나무어린이집,가정,폐지,2015-01-21,2020-12-16,운영,20,0,126.91643236001734,37.11170951916113
동탄산단해솔어린이집,직장,정상,2015-01-21,,미운영,109,89,127.08706185055168,37.16838012424171
나무앤숲어린이집,가정,폐지,2015-01-20,2024-02-06,미운영,20,0,126.91643236001734,37.11170951916113
사랑으로빛나어린이집,가정,폐지,2015-01-20,2024-08-28,미운영,20,0,126.91796530233393,37.11327483854055
포근히어린이집,가정,정상,2015-01-20,,미운영,20,20,126.92117044999044,37.11249488840853
부영사랑어린이집,가정,폐지,2015-02-02,2020-03-06,미운영,20,0,126.92117044999044,37.11249488840853
부영나래어린이집,가정,폐지,2020-02-14,2024-04-01,미운영,20,0,126.91796530233393,37.11327483854055
시립서봉제1어린이집,국공립,정상,2015-03-02,,미운영,51,47,126.9134700420893,37.12055584704893
시립서봉제2어린이집,국공립,정상,2015-03-02,,미운영,55,35,126.91701248541384,37.12034572851652
아이맘스어린이집,가정,정상,2015-03-27,,미운영,20,20,127.1041510061148,37.20261358762392
이지숲어린이집,민간,폐지,2015-03-27,2022-03-01,미운영,67,0,127.11003952111156,37.20845428078844
이지어린이집,가정,정상,2015-03-30,,미운영,20,19,127.11003952111156,37.20845428078844
호반아이미소어린이집,가정,폐지,2015-03-30,2024-03-04,미운영,20,0,127.10650548630164,37.19795486024507
사랑샘어린이집,가정,정상,2015-03-31,,미운영,20,14,127.05555125701504,37.220429470274354
SK신나는어린이집,가정,정상,2015-04-08,,미운영,20,11,127.05555125701504,37.220429470274354
늘봄어린이집,가정,정상,2015-04-10,,미운영,20,19,127.11003952111156,37.20845428078844
호반도담어린이집,가정,폐지,2015-04-23,2025-04-22,미운영,20,0,127.10650548630164,37.19795486024507
푸른호반어린이집,가정,폐지,2015-04-28,2025-09-24,미운영,20,0,127.10650548630164,37.19795486024507
이든어린이집,가정,폐지,2015-04-28,2023-08-25,미운영,20,0,127.1182064546628,37.2009676919517
꿈꾸는어린이집,가정,폐지,2015-05-08,2024-03-04,미운영,20,0,127.1182064546628,37.2009676919517
예미지어린이집,민간,정상,2015-07-01,,미운영,65,62,127.10814871868332,37.20179905943958
푸르지오어린이집,가정,폐지,2015-07-21,2025-07-28,미운영,17,0,127.1160167813024,37.19807928335839
센트럴자이어린이집,가정,폐지,2015-07-23,2024-10-01,미운영,20,0,127.1012733237847,37.20711412829682
꼬마천사어린이집,가정,폐지,2015-07-24,2025-03-03,미운영,20,0,127.10712535845168,37.202996585172336
봄이랑어린이집,가정,정상,2015-07-23,,미운영,20,20,127.05677004156192,37.22301670368014
자이네어린이집,민간,정상,2015-07-24,,미운영,49,49,127.1012733237847,37.20711412829682
파랑새어린이집,가정,정상,2015-07-30,,미운영,20,18,127.11429043668208,37.19759078921403
키즈모아어린이집,민간,정상,2015-08-06,,미운영,40,25,127.1142312780237,37.2031809690824
호반베르디움어린이집,민간,정상,2015-08-12,,미운영,57,53,127.11049153982184,37.19782776559349
사랑모아어린이집,가정,정상,2015-08-21,,미운영,20,18,126.91341719035177,37.1126210356756
햇살좋은어린이집,가정,정상,2015-08-21,,미운영,20,10,126.91249480629494,37.11928643336251
행복숲어린이집,가정,정상,2015-09-01,,미운영,17,14,127.11429043668208,37.19759078921403
예쁜토리어린이집,가정,폐지,2015-09-02,2023-03-06,미운영,20,0,127.10425443543114,37.19918950136152
나래어린이집,가정,폐지,2015-09-03,2021-03-22,미운영,20,0,127.11301891654844,37.1969360432846
사랑톡톡어린이집,가정,정상,2015-09-09,,미운영,20,20,126.91285942341364,37.118261291049954
호반햇살어린이집,가정,정상,2015-09-10,,미운영,20,16,127.11954814770549,37.19747747412316
꽃초롱어린이집,가정,폐지,2015-09-16,2025-12-19,미운영,20,0,126.9138788243369,37.1172888865883
캐슬아이숲어린이집,가정,폐지,2015-09-17,2021-03-25,미운영,20,0,127.11301891654844,37.1969360432846
호반키즈어린이집,가정,폐지,2015-09-17,2021-04-05,미운영,20,0,127.11909739385304,37.198062710702175
리슈빌어린이집,민간,정상,2015-09-21,,미운영,46,45,127.10408319687414,37.20245145801482
은빛소리어린이집,민간,정상,2015-10-05,,미운영,42,42,127.1182064546628,37.2009676919517
엄마품호반어린이집,가정,정상,2015-10-05,,미운영,20,20,127.11954814770549,37.19747747412316
대원아이사랑어린이집,가정,폐지,2015-10-16,2024-03-04,미운영,20,0,127.1212802306828,37.19590067491809
라라숲어린이집,가정,폐지,2015-10-16,2022-10-19,미운영,20,0,127.1212802306828,37.19590067491809
소화어린이집,가정,폐지,2015-11-16,2021-04-08,미운영,20,0,127.09963259265815,37.19642544708246
숲속꿈에그린어린이집,가정,폐지,2015-11-23,2023-05-22,미운영,20,0,127.09963259265815,37.19642544708246
포스코다솜어린이집,가정,정상,2015-12-01,,미운영,20,20,127.1003891659087,37.19957488571323
동탄하늘빛어린이집,가정,폐지,2015-12-01,2022-03-10,미운영,20,0,127.0995483647895,37.19747254034433
신안숲속어린이집,가정,폐지,2015-12-01,2024-03-04,미운영,20,0,127.11866938330438,37.19447244807807
우남퍼스트어린이집,민간,정상,2015-12-10,,미운영,60,59,127.09966668509398,37.20179568653016
늘사랑어린이집,가정,폐지,2015-12-14,2022-03-10,미운영,20,0,127.117383601823,37.19423607646563
행복그린어린이집,가정,폐지,2015-12-11,2023-02-20,미운영,20,0,127.09963259265815,37.19642544708246
해오름어린이집,민간,정상,2015-12-14,,미운영,55,47,127.10425443543114,37.19918950136152
아름숲어린이집,가정,폐지,2016-02-17,2022-03-10,미운영,20,0,127.11209062369906,37.20138992218981
시립반월뷰파크어린이집,국공립,정상,2016-03-02,,미운영,99,97,127.05555125701504,37.220429470274354
모아창의영재어린이집,민간,폐지,2016-02-12,2025-04-03,미운영,39,0,126.91298385864506,37.11276488884127
꼬마숲아이누리어린이집,가정,폐지,2016-02-24,2024-03-04,미운영,20,0,127.10210521548959,37.197470364282616
화성향남3단지부영사랑으로어린이집,민간,정상,2016-02-23,,미운영,58,56,126.91421225825856,37.11844699578199
반도아이비어린이집,민간,정상,2016-02-25,,미운영,48,42,127.11204716501317,37.20247122470704
이우아이어린이집,직장,정상,2016-02-26,,미운영,120,54,127.0755964871352,37.22038368234483
참소망어린이집,가정,폐지,2016-03-03,2020-02-10,미운영,20,0,127.11242291217351,37.202334584741
파밀리에어린이집,민간,정상,2016-03-03,,운영,39,35,126.95737585012893,37.221762973449856
상록리슈빌어린이집,민간,정상,2016-03-07,,미운영,75,72,127.10923540239877,37.20548336072613
시립동탄4단지어린이집,국공립,정상,2016-04-18,,미운영,50,45,127.11943394780047,37.2050644404772
화성향남10단지부영사랑으로어린이집,민간,정상,2016-04-29,,미운영,39,10,126.84451893005568,37.10819856318791
더샵아이림어린이집,민간,정상,2016-05-03,,미운영,61,55,127.09999499073976,37.19876967887132
반도글로벌어린이집,가정,정상,2016-05-17,,미운영,20,17,127.1170706633769,37.20948555032019
롯데숲어린이집,민간,정상,2016-06-08,,미운영,61,52,127.11490343777744,37.19553039146196
화성향남9단지부영사랑으로어린이집,민간,정상,2020-10-08,,미운영,39,33,126.91872795784283,37.11238601263129
자이에뜨어린이집,민간,폐지,2016-07-22,2020-12-06,미운영,27,0,127.04736729792216,37.228362249412136
아이비숲어린이집,민간,정상,2016-08-09,,미운영,48,40,127.11657641085668,37.208582735083496
시립남양4단지어린이집,국공립,정상,2016-09-05,,미운영,43,37,126.82963043243008,37.21039627018217
칸타빌어린이집,민간,정상,2016-08-25,,미운영,82,47,127.12143120666757,37.19592935393168
인스빌어린이집,민간,정상,2016-08-25,,미운영,77,73,127.11856192492628,37.19417971367602
시립서봉제3어린이집,국공립,정상,2016-09-05,,미운영,49,49,126.902849,37.105935
에뜨왈어린이집,가정,폐지,2016-10-07,2025-03-26,미운영,20,0,127.10370018931636,37.18184922326151
화성향남7단지부영사랑으로어린이집,민간,정상,2016-10-11,,미운영,39,36,126.9101152005,37.114350425
봉담아이원어린이집,민간,정상,2016-10-13,,운영,49,47,126.95716450768536,37.23684643062066
반도숲어린이집,가정,정상,2016-10-14,,미운영,20,14,127.10410661152216,37.18258773134278
청솔어린이집,가정,정상,2016-10-20,,미운영,20,20,127.10549336002263,37.18170572427008
금강열매어린이집,가정,정상,2016-10-25,,미운영,20,19,127.10740995157744,37.18124671730747
화성향남11단지부영사랑으로어린이집,민간,정상,2016-10-24,,미운영,76,51,126.91712784964942,37.10947896961962
금강꼬마별어린이집,가정,폐지,2016-10-25,2024-08-28,미운영,20,0,127.11014578041716,37.18079367851492
아기둥지어린이집,가정,정상,2016-11-03,,미운영,20,8,126.93953922396388,37.12347928946504
사랑어린이집,가정,폐지,2016-11-09,2025-10-16,미운영,20,0,126.91082275097511,37.113526935601605
시립동탄어린이집,국공립,정상,2016-11-30,,미운영,70,64,127.1112876484,37.1992011243
봄봄어린이집,가정,폐지,2016-11-18,2022-05-17,미운영,20,0,126.91152719169476,37.11246195409434
은솔어린이집,민간,정상,2016-12-07,,미운영,82,77,127.10264979201752,37.17540309082657
느티나무아래어린이집,민간,정상,2016-12-23,,미운영,93,85,127.10357148903805,37.17419036932054
신안참좋은어린이집,가정,정상,2016-12-23,,미운영,20,19,127.1166279899133,37.2000069335928
꿈미어린이집,가정,폐지,2016-12-26,2024-04-19,미운영,20,0,127.1172610255863,37.20874199575629
별솔어린이집,가정,폐지,2016-12-30,2023-03-06,미운영,19,0,127.11685424278348,37.20063744659975
아이엘어린이집,가정,폐지,2017-01-12,2025-03-04,미운영,20,0,127.10404836106784,37.17296001071925
은초롱어린이집,가정,정상,2017-01-16,,미운영,18,17,127.10471973734444,37.17397761210294
열린어린이집,가정,정상,2017-01-24,,미운영,20,19,127.10463811852844,37.17296962828734
경남키즈솔어린이집,민간,정상,2017-02-09,,미운영,25,25,127.1104087453,37.2051705094
시립호반더클래스어린이집,국공립,정상,2017-03-02,,미운영,50,46,127.1195481477,37.1974774741
시립남양9단지어린이집,국공립,정상,2017-03-02,,미운영,43,36,126.8336463909,37.2089580464
피우스어린이집,민간,정상,2017-02-20,,미운영,56,52,127.10974458804422,37.18175817891876
새론어린이집,가정,정상,2017-02-28,,미운영,20,18,127.08732300174668,37.188868118572834
누리봄어린이집,가정,폐지,2017-03-07,2020-06-12,미운영,15,0,126.8223249868354,37.20306676134561
반도한울어린이집,민간,정상,2017-03-13,,미운영,60,48,127.10430597874144,37.18220686060111
시립동탄행복어린이집,국공립,정상,2017-04-03,,미운영,40,36,127.0937082,37.1944769
대림꿈나무어린이집,가정,정상,2017-03-24,,미운영,20,20,127.06196194712612,37.22559290097734
그린어린이집,가정,정상,2017-03-31,,미운영,20,15,127.06091427609822,37.225890790237294
이편한어린이집,가정,정상,2017-04-25,,미운영,20,20,127.0608521669266,37.22572187569072
부영다소니어린이집,가정,폐지,2017-04-25,2025-03-04,미운영,20,0,127.1199932483,37.1997296532
푸른동산어린이집,가정,정상,2017-04-25,,미운영,17,14,127.05951355676184,37.22502199111985
부영행복어린이집,가정,폐지,2017-05-10,2025-03-04,미운영,20,0,127.11692553354406,37.20486555809578
부영아이숲어린이집,가정,정상,2017-05-10,,미운영,20,20,127.1166334195306,37.20536592916972
꿈동이어린이집,가정,정상,2017-05-10,,미운영,20,20,127.1198086556,37.1998163409
캔디어린이집,가정,정상,2017-05-16,,미운영,20,20,127.1166962814936,37.20778293502255
파란하늘어린이집,가정,정상,2017-05-30,,미운영,20,8,127.11574772144355,37.20628812207239
기아화성어린이집,직장,정상,2017-05-25,,미운영,40,8,126.7956232235228,37.06471543151283
시립서부복합어린이집,국공립,정상,2017-07-03,,미운영,77,67,126.82876643599242,37.19889537206343
동그레어린이집,민간,폐지,2017-06-29,2025-10-30,미운영,26,0,126.8220973521847,37.20286593602263
이편한아이세상어린이집,민간,정상,2017-07-19,,미운영,77,73,127.0606126772,37.2263666982
신안인스빌어린이집,민간,정상,2017-07-25,,미운영,48,39,127.11638375464103,37.20050049941974
푸르지오행복숲어린이집,민간,정상,2017-07-24,,미운영,88,78,126.9659705535127,37.21420144700244
청계숲더힐어린이집,민간,정상,2017-08-02,,미운영,47,46,127.12126362082172,37.19678327229831
호반아이뜰어린이집,가정,정상,2017-08-03,,미운영,20,20,127.11822151872911,37.1799253892873
호반다온어린이집,가정,정상,2017-08-17,,미운영,20,9,127.11718874911028,37.18020574209415
빛나라어린이집,가정,정상,2017-08-17,,미운영,20,17,127.11490215419207,37.17981602280966
시립서봉제4어린이집,국공립,정상,2017-09-04,,미운영,60,44,126.8969716102868,37.097564589138464
금강라온어린이집,민간,정상,2017-08-23,,미운영,57,55,127.10860879064266,37.18090772910675
아이누리상록어린이집,가정,폐지,2017-09-07,2022-03-22,미운영,20,0,127.10210913553564,37.20874250980419
금강숲어린이집,민간,정상,2017-09-11,,미운영,87,86,127.11576771021916,37.17788129174748
해닮어린이집,가정,정상,2017-09-11,,미운영,20,16,127.09040640580574,37.20684967661429
센트럴상록어린이집,가정,정상,2017-09-12,,미운영,20,12,127.10296256414628,37.20880033934706
도담도담어린이집,가정,폐지,2017-09-14,2025-03-04,미운영,20,0,127.0905510265945,37.208857782300896
상록도담어린이집,가정,정상,2017-09-15,,미운영,18,18,127.09982792308956,37.208757969971884
토리숲빅스맘어린이집,민간,정상,2017-09-18,,미운영,37,11,126.95648877610788,37.236080294918494
신동탄빅스맘어린이집,가정,정상,2017-10-10,,미운영,20,13,127.05322309974203,37.21668577967915
피터팬어린이집,가정,정상,2017-10-10,,미운영,20,12,127.0529482962848,37.21642572485245
시립도이장애전문어린이집,국공립,정상,2017-11-01,,운영,63,51,126.92060993109,37.13640512779884
양우해맑은어린이집,가정,정상,2017-11-03,,미운영,20,19,126.82293159224572,37.20137369479311
호반아이꿈어린이집,가정,정상,2017-11-28,,미운영,20,20,127.11811553836299,37.180567496256494
화성향남17단지부영사랑으로어린이집,민간,정상,2017-12-18,,미운영,39,33,126.902849,37.105935
르파비스어린이집,민간,정상,2017-12-21,,미운영,74,74,127.1273470850504,37.18404726596235
현대트랜시스동탄어린이집,직장,정상,2017-12-27,,미운영,14,8,127.066971,37.2040251
동탄라임어린이집,민간,정상,2018-01-02,,미운영,74,74,127.1182311786364,37.17347833139107
루비어린이집,가정,폐지,2018-01-12,2025-03-12,미운영,20,0,126.77642940410884,37.12799420097496
시립봉담제2어린이집,국공립,정상,2018-03-05,,미운영,50,40,126.94463218685482,37.22225778370655
시립봉담제1어린이집,국공립,정상,2018-03-05,,미운영,50,42,126.95270831390178,37.22637456845342
다몽어린이집,가정,정상,2018-02-01,,미운영,20,17,127.0047575,37.2028734
참조은어린이집,가정,폐지,2018-01-31,2020-08-10,미운영,20,0,126.89603298565817,37.09914288988087
우방좋은어린이집,가정,재개,2018-02-01,,미운영,20,20,127.00658977167636,37.20346112356581
행복한푸르지오어린이집,민간,정상,2018-02-07,,미운영,60,59,127.0890542244889,37.207730351433966
가온어린이집,민간,정상,2018-02-20,,미운영,77,69,127.05342305678896,37.21665190031451
호반아이사랑어린이집,가정,정상,2018-02-20,,미운영,16,16,127.12453322436008,37.184996363253774
