bis_id,stn_nm,lon,lat
GGB233001105,상두리입구,126.9390667,37.09745
GGB233001106,양석골,126.9313833,37.1101833
GGB233001107,양석골,126.9313833,37.1098333
GGB233001108,향남주공2단지,126.9176167,37.1167333
GGB233001109,방축리,126.9183667,37.12
GGB233001110,효원납골공원,126.95895,37.1426667
GGB233001111,엘크루아파트,127.09365,37.16115
GGB233001112,사창1리,126.9714,37.0937167
GGB233001113,화수1리입구,126.7872667,37.1189167
GGB233001114,호곡1리,126.7846667,37.1198
GGB233001115,호곡2리,126.7798667,37.1194
GGB233001116,호곡2리,126.7798167,37.1192833
GGB233001117,화수사거리,126.8018833,37.1096333
GGB233001118,호수하우스디,127.0970167,37.16095
GGB233001119,호곡3리입구,126.7763667,37.1194833
GGB233001120,수산세보틱스,126.99115,37.1145333
GGB233001121,문화마을,126.7954833,37.1240833
GGB233001122,정남농협,126.9835,37.1708667
GGB233001123,신남1리,126.813,37.1844667
GGB233001124,정남파출소,126.9840167,37.1734167
GGB233001125,빼골,126.98825,37.1800333
GGB233001126,괘랑2리.차운혁충신정려문,126.99315,37.1828333
GGB233001127,앞말,127.0014167,37.1835667
GGB233001128,뱅뱅이,127.00505,37.18675
GGB233001129,발산리,126.9817167,37.1553167
GGB233001130,우미린센트포레1단지,127.0008167,37.2081667
GGB233001132,독정4리마을회관,126.8671167,37.0790333
GGB233001133,독정5리마을회관,126.8701167,37.0637
GGB233001134,정남산업단지,127.0266167,37.1418
GGB233001135,덕절3리,127.0220333,37.1402333
GGB233001136,경찰특공대,127.0115167,37.1456667
GGB233001137,금복리,127.00665,37.1530667
GGB233001138,덕다3리.문화촌,126.8366,37.0476167
GGB233001139,숙곡1리입구,126.9139,37.2612833
GGB233001140,다우실란트산업앞,126.8697833,37.1882
GGB233001141,덕다3리,126.8348833,37.05245
GGB233001142,괘랑3리,126.9805667,37.1752333
GGB233001143,덕다3리,126.8347167,37.0527833
GGB233001144,사강2리,126.7305,37.2120667
GGB233001146,노진초등학교,126.8095667,37.0526167
GGB233001147,노진2리(노인정),126.8122667,37.0490167
GGB233001148,노진2리(노인정),126.8123833,37.0491167
GGB233001149,능동고등학교,127.05745,37.2130833
GGB233001150,노진5,126.8156167,37.042
GGB233001151,수면리,127.0222333,37.1619667
GGB233001152,다우실란트산업앞,126.86975,37.1882833
GGB233001153,내리교회,127.0183,37.1621
GGB233001154,매향리복지회관,126.75035,37.03895
GGB233001155,매향리복지회관,126.7503833,37.0388333
GGB233001156,운평2리,126.7807333,37.0845833
GGB233001157,운평사거리,126.7767,37.0830333
GGB233001158,운평3리,126.7753333,37.0817
GGB233001159,조암4리앞,126.7963667,37.0822
GGB233001160,우정초등학교,126.8016667,37.0807
GGB233001161,금광아파트,126.8105167,37.0811667
GGB233001162,반도유보라정문,127.1172,37.2083
GGB233001163,운평1리평밭,126.7718,37.0871833
GGB233001164,보건지소앞,126.9856833,37.1688333
GGB233001165,선납숲공원.퍼스트파크,127.1077333,37.2101667
GGB233001166,동탄2파출소.농협,127.1049,37.2091833
GGB233001167,센트럴푸르지오.반도유보라,127.1147,37.1981333
GGB233001168,센트럴푸르지오.호반베르디움2차,127.1168167,37.1981333
GGB233002230,창곡1리,126.8838167,37.1874
GGB233002231,조암하나로마트,126.8176,37.08575
GGB233002232,갤건너,126.7091167,37.2014833
GGB233002233,안녕4통.고수문,126.98225,37.2126333
GGB233002234,안녕4통.고수문,126.9827833,37.2126333
GGB233002235,영지,126.7069333,37.1615
GGB233002236,영지,126.7066167,37.1614333
GGB233002237,백미리입구,126.7007,37.1515667
GGB233002238,백미리입구,126.7005667,37.1523333
GGB233002239,궁평보건지소,126.70215,37.1425667
GGB233002240,궁평보건지소,126.70205,37.1433167
GGB233002241,갤건너,126.7091,37.2013833
GGB233002242,한국아델리움.풍림아이원,126.928,37.1306167
GGB233002243,조암한라비발디,126.8237667,37.0879833
GGB233002244,조암한라비발디,126.82375,37.0882
GGB233002245,효행초등학교정문,126.96905,37.21595
GGB233002246,임광그대가3단지,126.96925,37.21605
GGB233002247,동탄2차고지,127.1034667,37.1554
GGB233002248,동탄2차고지,127.10335,37.1552833
GGB233002249,신동탄포레자이후문,127.06505,37.2380167
GGB233002250,중심상가사거리,127.0417167,37.2145333
GGB233002251,반월초등학교,127.0618,37.2229
GGB233002252,중심상가사거리,127.0407333,37.2152833
GGB233002253,우남퍼스트빌.V타운2,127.04215,37.2063667
GGB233002254,남수원현대아파트정문,127.0095333,37.2069333
GGB233002255,신명아파트,126.9724,37.2136
GGB233002256,임광1.2단지입구,126.9732833,37.2137333
GGB233002258,현대기아자동차연구소,126.8129667,37.1717333
GGB233002259,현대기아자동차연구소,126.8127833,37.1718
GGB233002260,우미린.하우스디더레이크,127.10335,37.17235
GGB233002261,방교초.레이크자이더테라스,127.10135,37.17265
GGB233002262,하우스디더레이크.우미린,127.1054833,37.1726167
GGB233002264,동탄첨단산업지구,127.0926333,37.211
GGB233002265,매향리,126.7678167,37.0445333
GGB233002266,매향리,126.7676333,37.0444333
GGB233002267,석천3리,126.7708667,37.043
GGB233002268,기아2차아파트앞,126.79315,37.0591667
GGB233002269,동탄첨단산업지구,127.0929167,37.2109833
GGB233002270,정림보건진료소,127.0071833,37.1513667
GGB233002271,능동지성로사거리,127.0547333,37.2128167
GGB233002272,신일해피트리아파트,127.0533,37.2003
GGB233002273,능동은행사거리.동탄시티병원,127.0618167,37.2089
GGB233002274,향남부영6단지,126.9093333,37.11445
GGB233002275,현대자동차출고센터,126.8183833,37.14655
GGB233002276,현대자동차출고센터,126.8181667,37.14665
GGB233002277,(임시)e편한세상동탄파크아너스,127.1462167,37.1761167
GGB233002278,화산5리,126.8109,37.0702333
GGB233002279,화산5리,126.81095,37.0701167
GGB233002280,가재3리,126.9246,37.1577833
GGB233002285,사강2리,126.7299167,37.21165
GGB233002286,가재3리,126.9245333,37.1577333
GGB233002287,서연초.제일풍경채,127.1132,37.1593167
GGB233002288,세정초.하우스디,127.1248,37.1676
GGB233002289,왕배초.금강1차,127.1114167,37.1804
GGB233002290,제일풍경체.서연초,127.1131333,37.1591667
GGB233002291,바이오밸리,126.7694,37.1724833
GGB233002294,반도8차,127.0925167,37.2018667
GGB233002295,무송그린빌리지,126.8457833,37.1858167
GGB233002296,무송그린빌리지,126.84525,37.1844333
GGB233002297,백석,126.7034,37.1556
GGB233002298,사곳입구,126.7080333,37.1636833
GGB233002299,백석로입구,126.7060833,37.1589
GGB233002300,사곳입구,126.70775,37.16355
GGB233002301,서신면행정복지센터,126.7080333,37.16575
GGB233002302,우남퍼스트빌v2타운2,127.0423167,37.2064833
GGB233002303,마루교차로,126.6968667,37.1332667
GGB233002304,마루교차로,126.69675,37.1334167
GGB233002305,해운경로당,126.7014167,37.1377
GGB233002306,연화사입구,126.9077333,37.2582333
GGB233002307,해운교차로,126.7023833,37.1404667
GGB233002308,해운교차로,126.7022,37.1402167
GGB233002309,백석,126.70365,37.1555667
GGB233002310,백석로입구,126.70615,37.1584167
GGB233002311,서신면행정복지센터,126.7084,37.16565
GGB233002312,황계1통,127.0200833,37.2239
GGB233002313,상안2리교차로,126.7105833,37.1812
GGB233001169,반도유보라정문,127.1168,37.2083667
GGB233001170,하길초등학교,126.9054667,37.1161167
GGB233001171,귀래리,126.9896167,37.1387
GGB233001172,반도유보라후문,127.1181833,37.2088333
GGB233001173,LH4단지.치동천복지관,127.1231167,37.2060333
GGB233001174,용소4리,126.9812833,37.08505
GGB233001175,갈목,126.9794167,37.08645
GGB233001176,LH4단지.치동천복지관,127.1233333,37.2060667
GGB233001177,용소1리,126.9842833,37.0801167
GGB233001178,무봉산자연휴양림,127.12705,37.2085333
GGB233001179,무봉산자연휴양림,127.1271333,37.2085167
GGB233001180,용소3리입구,126.9733333,37.0775833
GGB233001181,용소3리입구,126.9734167,37.0775
GGB233001182,솔안슈퍼,126.9694167,37.0768833
GGB233001183,솔안,126.9690833,37.07655
GGB233001184,용소2리,126.9782667,37.0790333
GGB233001185,화산1리,126.7897667,37.062
GGB233001186,길목,126.97935,37.0864167
GGB233001187,서영정밀,126.9895167,37.11285
GGB233001188,중흥S더테라스3차,127.0846667,37.18555
GGB233001189,송산4리,126.9889833,37.1078333
GGB233001190,송산4리,126.98905,37.1076833
GGB233001191,송산1리,126.9860667,37.1054667
GGB233001192,양계장,126.9838833,37.1009333
GGB233001193,양계장,126.9841333,37.1012333
GGB233001194,정문2리,126.9854667,37.0946833
GGB233001195,정문1리,126.9849,37.09315
GGB233001196,정문1리,126.9848833,37.09305
GGB233001197,사창초등학교,126.9725333,37.0909
GGB233001198,사창초등학교,126.9726,37.0908167
GGB233001199,상두리입구,126.9400667,37.0972667
GGB233001200,상두리입구,126.94,37.0970667
GGB233001201,외딴집,126.9436167,37.09985
GGB233001202,외딴집,126.9434333,37.0997833
GGB233001203,상두2리,126.9483333,37.10135
GGB233001204,상두1리,126.9447667,37.106
GGB233001205,상두1리,126.94475,37.10605
GGB233001206,(임시)55단지,127.1407833,37.18385
GGB233001207,백토2리,126.9556,37.11945
GGB233001208,안녕초등학교,127.0078833,37.2062333
GGB233001209,안녕초등학교,127.0082333,37.2062
GGB233001210,요리공단,126.9614667,37.1166833
GGB233001211,반월리큰고개,127.0648167,37.2325
GGB233001212,삼성반도체후문,127.0708667,37.2274667
GGB233001213,수원대학교,126.9799667,37.21375
GGB233001214,수원대학교,126.98015,37.21375
GGB233001215,상록예가아파트정문앞,127.0595667,37.2148167
GGB233001216,한빛마을.석우중학교(중),127.0692667,37.2082167
GGB233001217,보건지소앞,126.9855833,37.16875
GGB233001218,메타폴리스(중),127.0674833,37.2042667
GGB233001219,메타폴리스(중),127.0675167,37.2037333
GGB233001220,다은마을(중),127.06735,37.2003833
GGB233001221,문학리,126.96545,37.1549333
GGB233001222,동탄차고지,127.0788167,37.18575
GGB233001223,동탄차고지,127.0787,37.1856167
GGB233001224,다은마을(중),127.0675833,37.1999833
GGB233001225,한림대병원(중),127.07775,37.2173167
GGB233001228,우미린센트포레1단지,127.0010833,37.2079833
GGB233001229,우남퍼스트빌,127.04785,37.1989167
GGB233001230,상록예가아파트정문앞,127.0597333,37.21475
GGB233001231,북양2리,126.8360833,37.2176333
GGB233001232,북양교차로,126.8552,37.2113833
GGB233001233,자안리,126.8764333,37.1978167
GGB233001235,관리마을회관,126.9479667,37.12795
GGB233001236,관리마을회관,126.9480167,37.12795
GGB233001237,호수하우스디,127.0970667,37.1611167
GGB233001238,장전교차로,126.8206333,37.2686
GGB233001239,향남초등학교,126.9422667,37.1187667
GGB233001240,요리,126.9674333,37.1092
GGB233001241,현대공조,126.9559167,37.1177667
GGB233001242,장전교차로,126.82075,37.26845
GGB233001243,남양아이파크(우회전전용),126.8333,37.2061667
GGB233001244,수련개,126.8605333,37.1845
GGB233001245,매향2리,126.7694833,37.05095
GGB233001246,시장앞,126.8194833,37.0846667
GGB233001247,시장앞,126.8193,37.0849167
GGB233001248,덕다2리앞,126.8376,37.0693833
GGB233001249,덕다1리,126.83965,37.0577333
GGB233001250,덕다1리,126.8397667,37.0578333
GGB233002314,상안2리교차로,126.7103667,37.1811
GGB233002315,상안삼거리,126.7066833,37.1769667
GGB233002316,상안삼거리,126.7061167,37.17495
GGB233002317,(임시)청연초등학교,126.8682333,37.24595
GGB233002318,(임시)비봉LH5단지,126.8656167,37.2480667
GGB233002319,장안4리입구,126.8398,37.03405
GGB233002320,장안4리입구,126.8399333,37.0341333
GGB233002321,비봉교차로,126.8792,37.2388333
GGB233002322,장수터마을,126.8520833,37.1978667
GGB233002323,장수터마을,126.8519333,37.1979
GGB233002324,무봉천,126.8465333,37.1933333
GGB233002325,무봉천,126.8466333,37.1933
GGB233002326,향남홈플러스,126.92235,37.1313167
GGB233002327,운평리,126.78195,37.0909667
GGB233002328,운평리,126.7820167,37.0909
GGB233002329,자안공단,126.87185,37.20655
GGB233002330,육일리마을회관,126.7258667,37.2082167
GGB233002331,남산공단.힘펠,126.9843667,37.19835
GGB233002332,힘펠.남산공단,126.9845,37.1984667
GGB233002333,청광아파트,126.9858167,37.1981833
GGB233002334,청광아파트,126.9858833,37.1983
GGB233002335,안녕11통,126.9908833,37.1974167
GGB233002336,안녕11통,126.9908667,37.1975167
GGB233002337,월드마트,126.9942333,37.1977167
GGB233002338,월드마트,126.9942833,37.1976167
GGB233002339,일진산업단지,126.9976833,37.19585
GGB233002340,일진산업단지,126.9978,37.1959
GGB233002341,경기고속차고지,126.9957,37.1976
GGB233002342,포레시아,126.8432167,37.1087667
GGB233002343,(임시)호반써밋.금강펜테리움,126.86795,37.2501833
GGB233002344,한신아파트,127.0420167,37.2033167
GGB233002345,에듀포레.신창2차아파트,127.0466167,37.20735
GGB233002346,야목역,126.8842,37.2619167
GGB233002347,센트럴뷰.병점2동복지센터,127.0439833,37.2111167
GGB233002348,(임시)호반써밋.금강펜테리움,126.86785,37.25035
GGB233002349,주공9단지,127.04275,37.2127
GGB233002350,(임시)비봉LH5단지,126.8654167,37.24815
GGB233002351,구장리새터말입구,126.89905,37.1534667
GGB233002352,하기등리,126.9358167,37.14575
GGB233002353,삼성반도체후문,127.0712833,37.2284167
GGB233002354,매송휴먼시아후문,126.88085,37.2677
GGB233002355,매송휴먼시아후문,126.8808333,37.2678333
GGB233002356,장짐삼거리,126.90105,37.1396
GGB233002357,장짐삼거리,126.9010833,37.1395
GGB233002358,서신사거리,126.70745,37.1678167
GGB233002359,서신사거리,126.7073667,37.1677833
GGB233002360,향남홈플러스,126.9223833,37.1315667
GGB233002361,방교동,127.0915167,37.1790667
GGB233002362,방교동,127.0923833,37.1803
GGB233002363,방아다리마을,127.0925333,37.1818333
GGB233002364,방아다리마을,127.0929,37.1830333
GGB233002365,장지천,127.087,37.1631667
GGB233002366,장지천,127.0869667,37.1615333
GGB233002368,쌍송공단입구,126.79005,37.1951667
GGB233002369,(임시)청연초등학교,126.8689,37.246
GGB233002370,보통3리입구,126.9776167,37.18945
GGB233002371,아이파크정문,126.9705667,37.21385
GGB233002372,봉담휴먼빌아파트,126.9699833,37.2141
GGB233002373,호반3차.창의고,127.1188833,37.1796167
GGB233002374,서봉마을19단지,126.904,37.1103167
GGB233002375,남양뉴타운10단지,126.8350833,37.2061
GGB233002376,동탄홈플러스,127.0693167,37.2020167
GGB233002377,동탄홈플러스.다은마을삼성래미안,127.0689,37.2018
GGB233002378,상두리맹산,126.9348333,37.1059333
GGB233002379,상두리맹산,126.9347,37.1062667
GGB233002380,독정리.큰마을,126.8618333,37.0780833
GGB233002381,독정리.큰마을,126.8620167,37.0779167
GGB233002382,동탄2신도시홍보관,127.0845167,37.1944667
GGB233002383,동탄2신도시홍보관,127.0845,37.1942
GGB233002384,귀래산업단지,126.98185,37.1332333
GGB233002385,귀래산업단지,126.9821333,37.13325
GGB233002386,청원2리,126.7782167,37.17675
GGB233002387,청원4리마을회관,126.7666833,37.18135
GGB233002388,청원공단,126.764,37.1867167
GGB233002389,청원초등학교,126.7608,37.1884333
GGB233002390,청원4리.막상공원,126.7653167,37.1848667
GGB233002391,청원4리마을회관,126.76655,37.1812833
GGB233001251,화산1리마을회관,126.7798833,37.0654
GGB233001252,화산1리종점,126.7774333,37.0655167
GGB233001253,화산1리마을회관,126.7797333,37.0652833
GGB233001254,엘크루아파트,127.09365,37.1609667
GGB233001255,궁평해수욕장,126.6908333,37.1228167
GGB233001256,궁평해수욕장,126.6913,37.1238333
GGB233001258,전곡2리.산업단지,126.6831167,37.1888
GGB233001259,전곡삼거리마트,126.6910667,37.1856667
GGB233001260,전곡2리마을회관.운천동,126.69215,37.1913167
GGB233001261,칠곡리,126.7114833,37.2035667
GGB233001262,제약공단공원,126.9006167,37.0893167
GGB233001263,전곡2리,126.6824167,37.1892667
GGB233001265,덕고개34,126.9229833,37.2340333
GGB233001266,제약공단공원,126.9008167,37.0894667
GGB233001268,신동탄롯데캐슬,127.06725,37.2280667
GGB233001269,삼화1리,126.8560667,37.2514167
GGB233001270,쌍학리,126.9011167,37.2361167
GGB233001271,쌍학4리,126.8994833,37.2409333
GGB233001272,야목1리,126.8975667,37.2548833
GGB233001273,야목2리,126.8811833,37.2642167
GGB233001274,야목2리,126.8812833,37.26395
GGB233001275,야목1리,126.8925667,37.2571167
GGB233001276,매송농협,126.9106167,37.2501167
GGB233001278,발안공단로4길교차로,126.8994333,37.0845
GGB233001279,신영통현대타운2단지,127.0577333,37.2322833
GGB233001280,퍼스트파크.선납숲공원,127.1078667,37.2100333
GGB233001281,예당마을.롯데캐슬(중),127.0720667,37.21095
GGB233001282,예당마을.롯데캐슬(중),127.073,37.21175
GGB233001283,센트럴파크뷰아파트(중),127.06415,37.1994333
GGB233001284,신한미지엔정문,127.0059667,37.2010833
GGB233001285,모아미래도.우림필유.평생학습관(중),127.0582667,37.1994833
GGB233001286,모아미래도.우림필유.평생학습관(중),127.0575833,37.1992667
GGB233001287,서동탄역.신일해피트리(중),127.0533333,37.1993667
GGB233001288,서동탄역.신일해피트리(중),127.0525,37.1995
GGB233001289,성호아파트,127.0428,37.1996833
GGB233001290,성호아파트,127.0410667,37.1998833
GGB233001291,노진3리,126.8173333,37.0363
GGB233001292,노진3리,126.8173333,37.0363333
GGB233001293,제부도입구,126.65835,37.17215
GGB233001294,살고지입구,126.6671833,37.1627167
GGB233001295,율암3리.밤뒤,126.8782167,37.1702667
GGB233001296,나루마을상가,127.07315,37.1931167
GGB233001297,솔빛마을상가,127.073,37.1934
GGB233001298,은장고개,126.7882833,37.2026667
GGB233001299,살고지입구,126.6665833,37.16295
GGB233001300,신동탄롯데캐슬,127.0681167,37.2306333
GGB233001301,율암교차로,126.8878333,37.1689167
GGB233001302,향남언덕마을15단지,126.90745,37.1017833
GGB233001303,수련개,126.8604333,37.1846167
GGB233001304,상신3리입구,126.9077833,37.1016333
GGB233001305,금강펜테리움.힐스테이트,127.13815,37.1741333
GGB233001306,반도유보라후문,127.1183167,37.2087833
GGB233001307,고지리,127.0039667,37.1607833
GGB233001308,고지리,127.0032833,37.16305
GGB233001309,샘터교차로,126.8048333,37.20615
GGB233001310,IT단지(중),127.0736667,37.2251
GGB233001311,수원여대혜란캠퍼스,126.9327333,37.2026167
GGB233001312,수원여대혜란캠퍼스,126.93305,37.2026
GGB233001313,청요리,126.8953,37.2031333
GGB233001314,가골입구앞,126.8911167,37.2022333
GGB233001315,청요2리,126.8948,37.2030667
GGB233001316,힐스테이트.금강펜테리움,127.13795,37.1744167
GGB233001317,C10,127.1330333,37.17975
GGB233001318,남양중고교입구,126.82225,37.2043667
GGB233001319,한국제지,127.10855,37.15595
GGB233001320,장지동,127.11535,37.1556333
GGB233001321,한원IC,127.1220833,37.1528167
GGB233001322,한국제지,127.10855,37.1556833
GGB233001323,꽃가마약수터,127.1009333,37.1586
GGB233001324,길성리,126.9620833,37.1215667
GGB233001325,사창2리.요골,126.9712,37.1073333
GGB233001326,상두1리,126.9512,37.1058667
GGB233001327,상두1리,126.9513667,37.1057
GGB233001329,한강CM,127.0067167,37.1966833
GGB233002392,정든공원.리체더포레스트,127.0487833,37.2097833
GGB233002393,안화고등학교,127.0472,37.2115
GGB233002394,안화고등학교,127.0475167,37.2114333
GGB233002395,안녕4통입구,126.9854833,37.2054333
GGB233002396,안녕3통입구,126.9851167,37.2050667
GGB233002397,융건릉사거리,126.9875333,37.20785
GGB233002398,융건릉사거리,126.9877833,37.2079667
GGB233002399,안녕남로,126.9880167,37.1973167
GGB233002400,안녕남로,126.9880833,37.1974
GGB233002401,북양산업단지,126.8513667,37.2155667
GGB233002402,북양산업단지,126.85215,37.2148167
GGB233002403,롯데시네마,127.0426333,37.21425
GGB233002404,태안교차로,127.03715,37.2183833
GGB233002405,능리교차로,127.0572333,37.2191167
GGB233002406,향남부영9단지,126.9192667,37.1137667
GGB233002407,향남부영9단지,126.9190667,37.1133667
GGB233002408,향남부영10.11단지,126.9194833,37.11055
GGB233002409,향남부영10.11단지,126.9197167,37.1105167
GGB233002410,향남주공1.2단지,126.9145,37.1191
GGB233002411,향남주공1.2단지,126.9159,37.11895
GGB233002412,향남부영3단지,126.9114167,37.1180167
GGB233002413,향남부영3단지,126.9115833,37.11895
GGB233002414,향남부영7.롯데씨네마,126.9110667,37.1144
GGB233002415,향남모아8단지,126.9136833,37.1138333
GGB233002416,하길중학교,126.9079833,37.1125833
GGB233002417,하길중학교,126.9088167,37.1134
GGB233002418,성호아파트후문,127.0444167,37.2012833
GGB233002419,한화.호반.대원,127.1048667,37.1967333
GGB233002420,롯데캐슬.호반베르디움,127.11105,37.1968833
GGB233002421,예솔초.호반2차.대원2차,127.1187667,37.1962333
GGB233002422,무봉초,127.1172833,37.20345
GGB233002423,무봉초,127.115,37.2038333
GGB233002424,단독주택,127.12265,37.2027
GGB233002425,단독주택,127.1222167,37.2025
GGB233002426,치동천힐링마을,127.1256667,37.2021833
GGB233002427,KCC스위첸,127.1189667,37.2012
GGB233002428,호반베르디움,127.1176167,37.1996
GGB233002429,이주택지.상록.경남아파트,127.1108667,37.2071
GGB233002430,퍼스트파크.이지더원,127.1085,37.209
GGB233002431,동탄2파출소.농협,127.1043833,37.2095
GGB233002432,대방디엠시티.센트럴상록,127.0996667,37.2095167
GGB233002433,우남퍼스트빌.자이,127.1000833,37.2045667
GGB233002434,시범예미지.영천유치원,127.1087667,37.2032333
GGB233002435,영천유치원.시범예미지,127.1087833,37.2035167
GGB233002436,상록.테크노밸리.GS자이,127.0985667,37.2065
GGB233002437,한화꿈에그린,127.10035,37.1947667
GGB233002438,한화꿈에그린,127.1004667,37.19445
GGB233002439,예당고사거리,127.0806667,37.2099
GGB233002440,예당고사거리,127.0818167,37.2091833
GGB233002441,마루뜰,126.6923167,37.1280667
GGB233002442,푸르지오.한미약품,127.0918333,37.2091833
GGB233002443,한미약품.푸르지오,127.0916167,37.2095
GGB233002444,한림대성심병원,127.0802,37.2155
GGB233002445,금호어울림레이크.우남더테라스,127.1076667,37.1621833
GGB233002446,양노리,126.87375,37.2308333
GGB233002447,스마트밸리,126.8707833,37.0759833
GGB233002448,그랑드비체.힐스테이트,126.9487667,37.2287833
GGB233002449,청원초등학교,126.7608167,37.1885
GGB233002450,청원공단,126.7638167,37.1866333
GGB233002451,청원4리.막상공원,126.76545,37.18495
GGB233002452,막산리,126.76575,37.1825
GGB233002453,힐스테이트.그랑드비체,126.94895,37.2285667
GGB233002454,청원2리.창고앞,126.77845,37.1766333
GGB233002455,청원2리.수루지,126.7794833,37.17705
GGB233002456,막산리,126.7657,37.18235
GGB233002457,수현초.수현중,126.9516167,37.2273167
GGB233002458,수현초.수현중,126.9514,37.2271667
GGB233002459,대양초등학교,126.8207167,37.19895
GGB233002460,청원산단로,126.77945,37.1735667
GGB233002461,반정동,127.0265667,37.22285
GGB233002462,반정동,127.0278167,37.22145
GGB233002463,원평2리입구,126.9256333,37.2393833
GGB233002464,원평2리입구.은혜교회,126.92535,37.2390167
GGB233002465,덕고개길,126.9253167,37.2331833
GGB233002466,향남주공1단지,126.91255,37.1204833
GGB233002467,화성시치매안심센터,126.9011167,37.0959833
GGB233001330,한강CM,127.0066167,37.1959167
GGB233001331,상2리입구,126.9366833,37.2252667
GGB233001332,상2리입구,126.9366333,37.2254167
GGB233001333,C10,127.1328333,37.17945
GGB233001335,봉화산입구,126.6922,37.18865
GGB233001336,내리사거리,126.9316167,37.22685
GGB233001337,내리,126.9340333,37.2311167
GGB233001338,우신공업앞,126.8740333,37.1935333
GGB233001339,우신공업앞,126.8741,37.19345
GGB233001340,하저리마을회관,126.8711833,37.1897667
GGB233001341,중흥S클래스더퍼스트,126.9459833,37.2194333
GGB233001342,중흥S클래스더퍼스트,126.9460333,37.21965
GGB233001343,봉담한신아파트후문,126.9490667,37.2155
GGB233001344,계향리,126.9842,37.1488333
GGB233001345,계향리,126.9842667,37.1488833
GGB233001346,계양리(마을회관),126.9853167,37.1454167
GGB233001347,계양리(마을회관),126.9854,37.1453
GGB233001348,삼일화학,126.9863333,37.1419
GGB233001349,삼일화학,126.9863667,37.1420667
GGB233001351,멱우1리,126.8078167,37.10605
GGB233001352,멱우1리,126.80795,37.1060667
GGB233001353,월문리,126.8690167,37.1195167
GGB233001354,서근리,126.8575333,37.12625
GGB233001355,서근리(느락골),126.8510333,37.1278833
GGB233001356,석포삼거리,126.8439167,37.1308333
GGB233001357,석천3리,126.7707167,37.0429667
GGB233001358,조암하수처리장,126.7901667,37.0774167
GGB233001359,석천4리종점,126.77095,37.0399
GGB233001360,화산2리마을회관,126.7909833,37.0713167
GGB233001361,장포정원주택,126.7902167,37.06715
GGB233001362,산호아파트,126.8168667,37.0749833
GGB233001364,농장축산,126.7742833,37.0383333
GGB233001365,석천리,126.77735,37.0422833
GGB233001366,장안초등학교,126.8236167,37.0849167
GGB233001367,돌담학습체험장,126.781,37.0462333
GGB233001368,목조마을,126.7864167,37.0512667
GGB233001369,석천1리마을회관,126.7878,37.0534
GGB233001370,석천초등학교,126.7897833,37.0549667
GGB233001371,장짐교차로,126.9113,37.1356167
GGB233001372,제이마트앞,127.0136333,37.1627167
GGB233001373,황새말앞,126.9823833,37.1492
GGB233001374,황새말앞,126.9825833,37.1491333
GGB233001376,와우중고교,126.96735,37.21835
GGB233001377,노루물입구,126.7631167,37.0531333
GGB233001378,매향3리회센터,126.7574,37.0552167
GGB233001379,와우중고교,126.9675167,37.2185
GGB233001380,노루물입구,126.7629667,37.053
GGB233001381,석포5리마을회관,126.8406833,37.14525
GGB233001382,석포5리.방농장,126.842,37.1432167
GGB233001383,두레자연중고등학교,126.7954,37.0562
GGB233001384,두레자연중고교,126.7956167,37.0561667
GGB233001385,석포산업단지,126.8388833,37.1406833
GGB233001387,어은삼거리,126.8267667,37.0863
GGB233001388,제암리,126.8962833,37.1240333
GGB233001389,백토리상공회의소,126.9302667,37.1306833
GGB233001390,원안3리,126.7858667,37.0968333
GGB233001391,원안2리,126.7862667,37.1006167
GGB233001393,복지회관,126.7837167,37.1002333
GGB233001394,발안만세시장,126.90845,37.1325667
GGB233001395,제암리,126.8962167,37.1242
GGB233001396,거물마을,126.779,37.1033167
GGB233001397,원안1리종점,126.7768667,37.1056833
GGB233001398,거물마을,126.7788833,37.1033667
GGB233001399,복지회관,126.7836667,37.1002
GGB233001400,관음사입구,126.79745,37.1016833
GGB233001401,금의2리,126.8164167,37.11655
GGB233001402,해창1리.우리꽃식물원,126.882,37.1130333
GGB233001403,석포2리,126.8349667,37.1263333
GGB233001404,유일병원,126.8323,37.2172167
GGB233001405,만세길방문자센터.화수2리,126.7996333,37.1091667
GGB233001406,관음사입구,126.7973167,37.1017
GGB233001407,원안3리,126.7909333,37.1005
GGB233001408,원안2리,126.7864667,37.1005333
GGB233001409,멱우3리,126.8081833,37.0933333
GGB233001410,저수지앞,126.8028667,37.0944
GGB233001411,주곡1리입구,126.8191667,37.1168
GGB233001412,화수3리,126.7920833,37.1042333
GGB233001413,화수초등학교,126.7974333,37.1079167
GGB233001414,석포3리,126.83165,37.1213167
GGB233002468,향남주공5단지,126.908,37.1166
GGB233002469,향남부영13단지,126.9078833,37.1092667
GGB233002470,향남부영16단지,126.8975167,37.1039167
GGB233002471,향남주공18단지,126.8971833,37.0991167
GGB233002472,향남주공18단지,126.8976667,37.0988333
GGB233002473,향남부영16단지,126.8977833,37.1039167
GGB233002474,향남부영13단지,126.90815,37.1095167
GGB233002475,봉담우방아이유쉘2단지,126.9570333,37.2363833
GGB233002476,향남부영3단지,126.9123333,37.1169333
GGB233002477,향남부영3단지,126.9121333,37.1171833
GGB233002478,향남모아8단지,126.91445,37.1134167
GGB233002479,하길중학교,126.90815,37.1131667
GGB233002480,덕고개길,126.9255833,37.23295
GGB233002481,향남부영11단지,126.91525,37.1095667
